"Step","00_ablation_policy_32_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h04m46s - successes/time","00_ablation_policy_32_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h04m46s - successes/time__MIN","00_ablation_policy_32_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h04m46s - successes/time__MAX","00_ablation_32_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h03m00s - successes/time","00_ablation_32_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h03m00s - successes/time__MIN","00_ablation_32_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h03m00s - successes/time__MAX","00_ablation_32_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h01m18s - successes/time","00_ablation_32_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h01m18s - successes/time__MIN","00_ablation_32_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h01m18s - successes/time__MAX","00_ablation_policy_32_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h59m09s - successes/time","00_ablation_policy_32_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h59m09s - successes/time__MIN","00_ablation_policy_32_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h59m09s - successes/time__MAX","00_ablation_32_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h54m54s - successes/time","00_ablation_32_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h54m54s - successes/time__MIN","00_ablation_32_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h54m54s - successes/time__MAX"
"9123","22.709636688232422","22.709636688232422","22.709636688232422","23.19661521911621","23.19661521911621","23.19661521911621","21.47395896911621","21.47395896911621","21.47395896911621","22.486980438232422","22.486980438232422","22.486980438232422","19.139324188232422","19.139324188232422","19.139324188232422"
"9124","22.647136688232422","22.647136688232422","22.647136688232422","23.162761688232422","23.162761688232422","23.162761688232422","21.627605438232422","21.627605438232422","21.627605438232422","22.39192771911621","22.39192771911621","22.39192771911621","","",""
"9125","22.615886688232422","22.615886688232422","22.615886688232422","23.194011688232422","23.194011688232422","23.194011688232422","","","","22.401042938232422","22.401042938232422","22.401042938232422","19.19921875","19.19921875","19.19921875"
"9126","22.8125","22.8125","22.8125","23.14974021911621","23.14974021911621","23.14974021911621","21.463542938232422","21.463542938232422","21.463542938232422","22.453125","22.453125","22.453125","19.14583396911621","19.14583396911621","19.14583396911621"
"9127","","","","23.17708396911621","23.17708396911621","23.17708396911621","","","","22.64583396911621","22.64583396911621","22.64583396911621","","",""
"9128","","","","23.13671875","23.13671875","23.13671875","21.15755271911621","21.15755271911621","21.15755271911621","","","","19.07161521911621","19.07161521911621","19.07161521911621"
"9129","22.740886688232422","22.740886688232422","22.740886688232422","23.16927146911621","23.16927146911621","23.16927146911621","21.16927146911621","21.16927146911621","21.16927146911621","","","","19.07552146911621","19.07552146911621","19.07552146911621"
"9130","22.768230438232422","22.768230438232422","22.768230438232422","","","","21.44140625","21.44140625","21.44140625","22.68099021911621","22.68099021911621","22.68099021911621","","",""
"9131","22.783855438232422","22.783855438232422","22.783855438232422","23.2421875","23.2421875","23.2421875","21.444011688232422","21.444011688232422","21.444011688232422","","","","19.15625","19.15625","19.15625"
"9132","22.846355438232422","22.846355438232422","22.846355438232422","","","","21.46224021911621","21.46224021911621","21.46224021911621","22.54036521911621","22.54036521911621","22.54036521911621","19.140625","19.140625","19.140625"
"9133","22.807292938232422","22.807292938232422","22.807292938232422","23.31380271911621","23.31380271911621","23.31380271911621","21.467449188232422","21.467449188232422","21.467449188232422","22.53255271911621","22.53255271911621","22.53255271911621","19.1640625","19.1640625","19.1640625"
"9134","22.658855438232422","22.658855438232422","22.658855438232422","23.34895896911621","23.34895896911621","23.34895896911621","21.40234375","21.40234375","21.40234375","22.5859375","22.5859375","22.5859375","19.26953125","19.26953125","19.26953125"
"9135","22.64453125","22.64453125","22.64453125","","","","21.471355438232422","21.471355438232422","21.471355438232422","22.787761688232422","22.787761688232422","22.787761688232422","","",""
"9136","","","","23.64453125","23.64453125","23.64453125","","","","22.66927146911621","22.66927146911621","22.66927146911621","19.479167938232422","19.479167938232422","19.479167938232422"
"9137","22.592449188232422","22.592449188232422","22.592449188232422","","","","21.52474021911621","21.52474021911621","21.52474021911621","22.62890625","22.62890625","22.62890625","","",""
"9138","22.57421875","22.57421875","22.57421875","23.600261688232422","23.600261688232422","23.600261688232422","21.537761688232422","21.537761688232422","21.537761688232422","","","","","",""
"9139","22.58984375","22.58984375","22.58984375","23.546875","23.546875","23.546875","","","","","","","19.31770896911621","19.31770896911621","19.31770896911621"
"9140","22.57552146911621","22.57552146911621","22.57552146911621","","","","21.6015625","21.6015625","21.6015625","","","","","",""
"9141","22.671875","22.671875","22.671875","23.57942771911621","23.57942771911621","23.57942771911621","","","","22.84895896911621","22.84895896911621","22.84895896911621","19.34114646911621","19.34114646911621","19.34114646911621"
"9142","22.7265625","22.7265625","22.7265625","23.63802146911621","23.63802146911621","23.63802146911621","","","","22.9296875","22.9296875","22.9296875","19.328125","19.328125","19.328125"
"9143","22.748699188232422","22.748699188232422","22.748699188232422","23.584636688232422","23.584636688232422","23.584636688232422","21.36458396911621","21.36458396911621","21.36458396911621","22.85286521911621","22.85286521911621","22.85286521911621","19.44661521911621","19.44661521911621","19.44661521911621"
"9144","22.8359375","22.8359375","22.8359375","23.526042938232422","23.526042938232422","23.526042938232422","21.44270896911621","21.44270896911621","21.44270896911621","22.877605438232422","22.877605438232422","22.877605438232422","19.4921875","19.4921875","19.4921875"
"9145","22.975261688232422","22.975261688232422","22.975261688232422","23.447917938232422","23.447917938232422","23.447917938232422","","","","22.86458396911621","22.86458396911621","22.86458396911621","19.66796875","19.66796875","19.66796875"
"9146","23.04427146911621","23.04427146911621","23.04427146911621","","","","21.334636688232422","21.334636688232422","21.334636688232422","","","","19.73177146911621","19.73177146911621","19.73177146911621"
"9147","","","","23.31380271911621","23.31380271911621","23.31380271911621","","","","22.87109375","22.87109375","22.87109375","19.83724021911621","19.83724021911621","19.83724021911621"
"9148","23.033855438232422","23.033855438232422","23.033855438232422","","","","21.50911521911621","21.50911521911621","21.50911521911621","22.875","22.875","22.875","19.70442771911621","19.70442771911621","19.70442771911621"
"9149","23.12630271911621","23.12630271911621","23.12630271911621","23.36067771911621","23.36067771911621","23.36067771911621","21.51953125","21.51953125","21.51953125","","","","19.79036521911621","19.79036521911621","19.79036521911621"
"9150","23.04427146911621","23.04427146911621","23.04427146911621","","","","21.526042938232422","21.526042938232422","21.526042938232422","22.78255271911621","22.78255271911621","22.78255271911621","","",""
"9151","23.01302146911621","23.01302146911621","23.01302146911621","","","","21.30208396911621","21.30208396911621","21.30208396911621","22.640625","22.640625","22.640625","19.736980438232422","19.736980438232422","19.736980438232422"
"9152","","","","23.541667938232422","23.541667938232422","23.541667938232422","21.248699188232422","21.248699188232422","21.248699188232422","22.54036521911621","22.54036521911621","22.54036521911621","19.66536521911621","19.66536521911621","19.66536521911621"
"9153","23.015625","23.015625","23.015625","23.67708396911621","23.67708396911621","23.67708396911621","21.272136688232422","21.272136688232422","21.272136688232422","22.52083396911621","22.52083396911621","22.52083396911621","19.361980438232422","19.361980438232422","19.361980438232422"
"9154","23.03515625","23.03515625","23.03515625","","","","21.139324188232422","21.139324188232422","21.139324188232422","22.502605438232422","22.502605438232422","22.502605438232422","19.40364646911621","19.40364646911621","19.40364646911621"
"9155","23.037761688232422","23.037761688232422","23.037761688232422","23.62890625","23.62890625","23.62890625","21.19270896911621","21.19270896911621","21.19270896911621","22.619792938232422","22.619792938232422","22.619792938232422","19.29427146911621","19.29427146911621","19.29427146911621"
"9156","23.045574188232422","23.045574188232422","23.045574188232422","23.64192771911621","23.64192771911621","23.64192771911621","21.38020896911621","21.38020896911621","21.38020896911621","22.6640625","22.6640625","22.6640625","19.30989646911621","19.30989646911621","19.30989646911621"
"9157","","","","","","","21.432292938232422","21.432292938232422","21.432292938232422","22.66796875","22.66796875","22.66796875","19.084636688232422","19.084636688232422","19.084636688232422"
"9158","","","","23.592449188232422","23.592449188232422","23.592449188232422","21.48958396911621","21.48958396911621","21.48958396911621","22.6640625","22.6640625","22.6640625","19.05989646911621","19.05989646911621","19.05989646911621"
"9159","23.194011688232422","23.194011688232422","23.194011688232422","23.63671875","23.63671875","23.63671875","21.52474021911621","21.52474021911621","21.52474021911621","22.67708396911621","22.67708396911621","22.67708396911621","19.100261688232422","19.100261688232422","19.100261688232422"
"9160","","","","","","","21.61849021911621","21.61849021911621","21.61849021911621","","","","19.14192771911621","19.14192771911621","19.14192771911621"
"9161","","","","23.654949188232422","23.654949188232422","23.654949188232422","21.639324188232422","21.639324188232422","21.639324188232422","22.854167938232422","22.854167938232422","22.854167938232422","18.97005271911621","18.97005271911621","18.97005271911621"
"9162","23.170574188232422","23.170574188232422","23.170574188232422","23.592449188232422","23.592449188232422","23.592449188232422","21.71224021911621","21.71224021911621","21.71224021911621","22.795574188232422","22.795574188232422","22.795574188232422","18.92317771911621","18.92317771911621","18.92317771911621"
"9163","23.23567771911621","23.23567771911621","23.23567771911621","23.55078125","23.55078125","23.55078125","21.787761688232422","21.787761688232422","21.787761688232422","","","","","",""
"9164","23.28255271911621","23.28255271911621","23.28255271911621","","","","","","","22.921875","22.921875","22.921875","18.77083396911621","18.77083396911621","18.77083396911621"
"9165","23.29036521911621","23.29036521911621","23.29036521911621","23.643230438232422","23.643230438232422","23.643230438232422","21.920574188232422","21.920574188232422","21.920574188232422","22.846355438232422","22.846355438232422","22.846355438232422","","",""
"9166","","","","","","","22.096355438232422","22.096355438232422","22.096355438232422","22.80989646911621","22.80989646911621","22.80989646911621","18.787761688232422","18.787761688232422","18.787761688232422"
"9167","23.2734375","23.2734375","23.2734375","23.6171875","23.6171875","23.6171875","22.046875","22.046875","22.046875","23.01171875","23.01171875","23.01171875","18.92708396911621","18.92708396911621","18.92708396911621"
"9168","23.29427146911621","23.29427146911621","23.29427146911621","","","","22.010417938232422","22.010417938232422","22.010417938232422","","","","18.93489646911621","18.93489646911621","18.93489646911621"
"9169","23.32161521911621","23.32161521911621","23.32161521911621","","","","","","","23.15234375","23.15234375","23.15234375","18.93489646911621","18.93489646911621","18.93489646911621"
"9170","23.3359375","23.3359375","23.3359375","23.69140625","23.69140625","23.69140625","22","22","22","23.24739646911621","23.24739646911621","23.24739646911621","18.869792938232422","18.869792938232422","18.869792938232422"
"9171","23.4921875","23.4921875","23.4921875","23.55859375","23.55859375","23.55859375","21.920574188232422","21.920574188232422","21.920574188232422","23.22786521911621","23.22786521911621","23.22786521911621","","",""
"9172","23.459636688232422","23.459636688232422","23.459636688232422","","","","21.791667938232422","21.791667938232422","21.791667938232422","23.234375","23.234375","23.234375","18.88802146911621","18.88802146911621","18.88802146911621"
"9173","","","","23.56770896911621","23.56770896911621","23.56770896911621","21.80859375","21.80859375","21.80859375","23.0625","23.0625","23.0625","18.85546875","18.85546875","18.85546875"
"9174","23.51171875","23.51171875","23.51171875","","","","21.86458396911621","21.86458396911621","21.86458396911621","","","","18.889324188232422","18.889324188232422","18.889324188232422"
"9175","23.377605438232422","23.377605438232422","23.377605438232422","23.45442771911621","23.45442771911621","23.45442771911621","","","","23.07942771911621","23.07942771911621","23.07942771911621","18.85677146911621","18.85677146911621","18.85677146911621"
"9176","","","","23.369792938232422","23.369792938232422","23.369792938232422","21.96484375","21.96484375","21.96484375","","","","18.93489646911621","18.93489646911621","18.93489646911621"
"9177","23.34114646911621","23.34114646911621","23.34114646911621","23.373699188232422","23.373699188232422","23.373699188232422","22.01692771911621","22.01692771911621","22.01692771911621","23.00520896911621","23.00520896911621","23.00520896911621","19.00911521911621","19.00911521911621","19.00911521911621"
"9178","","","","","","","22.14453125","22.14453125","22.14453125","22.9921875","22.9921875","22.9921875","19.04296875","19.04296875","19.04296875"
"9179","23.326824188232422","23.326824188232422","23.326824188232422","23.44921875","23.44921875","23.44921875","22.217449188232422","22.217449188232422","22.217449188232422","","","","19.10677146911621","19.10677146911621","19.10677146911621"
"9180","","","","23.572917938232422","23.572917938232422","23.572917938232422","22.20052146911621","22.20052146911621","22.20052146911621","","","","","",""
"9181","23.25130271911621","23.25130271911621","23.25130271911621","","","","22.16536521911621","22.16536521911621","22.16536521911621","22.84765625","22.84765625","22.84765625","18.77083396911621","18.77083396911621","18.77083396911621"
"9182","23.28515625","23.28515625","23.28515625","23.55208396911621","23.55208396911621","23.55208396911621","","","","","","","18.662761688232422","18.662761688232422","18.662761688232422"
"9183","23.28645896911621","23.28645896911621","23.28645896911621","23.561199188232422","23.561199188232422","23.561199188232422","22.0703125","22.0703125","22.0703125","22.75","22.75","22.75","18.752605438232422","18.752605438232422","18.752605438232422"
"9184","","","","","","","","","","22.7421875","22.7421875","22.7421875","18.89974021911621","18.89974021911621","18.89974021911621"
"9185","23.37890625","23.37890625","23.37890625","23.48567771911621","23.48567771911621","23.48567771911621","22.014324188232422","22.014324188232422","22.014324188232422","22.89974021911621","22.89974021911621","22.89974021911621","18.865886688232422","18.865886688232422","18.865886688232422"
"9186","","","","","","","21.80208396911621","21.80208396911621","21.80208396911621","22.734375","22.734375","22.734375","18.75911521911621","18.75911521911621","18.75911521911621"
"9187","23.31380271911621","23.31380271911621","23.31380271911621","","","","","","","","","","18.73958396911621","18.73958396911621","18.73958396911621"
"9188","23.326824188232422","23.326824188232422","23.326824188232422","23.5859375","23.5859375","23.5859375","21.91927146911621","21.91927146911621","21.91927146911621","22.713542938232422","22.713542938232422","22.713542938232422","18.901042938232422","18.901042938232422","18.901042938232422"
"9189","23.397136688232422","23.397136688232422","23.397136688232422","23.81380271911621","23.81380271911621","23.81380271911621","21.7734375","21.7734375","21.7734375","22.77083396911621","22.77083396911621","22.77083396911621","","",""
"9190","23.2734375","23.2734375","23.2734375","23.80078125","23.80078125","23.80078125","","","","","","","19.088542938232422","19.088542938232422","19.088542938232422"
"9191","23.279949188232422","23.279949188232422","23.279949188232422","23.791667938232422","23.791667938232422","23.791667938232422","21.6015625","21.6015625","21.6015625","","","","19.10286521911621","19.10286521911621","19.10286521911621"
"9192","23.279949188232422","23.279949188232422","23.279949188232422","","","","","","","","","","19.072917938232422","19.072917938232422","19.072917938232422"
"9193","23.30208396911621","23.30208396911621","23.30208396911621","23.756511688232422","23.756511688232422","23.756511688232422","21.86849021911621","21.86849021911621","21.86849021911621","22.80599021911621","22.80599021911621","22.80599021911621","","",""
"9194","","","","","","","21.90755271911621","21.90755271911621","21.90755271911621","","","","","",""
"9195","23.39583396911621","23.39583396911621","23.39583396911621","23.61849021911621","23.61849021911621","23.61849021911621","","","","22.690105438232422","22.690105438232422","22.690105438232422","19.16015625","19.16015625","19.16015625"
"9196","23.369792938232422","23.369792938232422","23.369792938232422","23.83203125","23.83203125","23.83203125","21.73046875","21.73046875","21.73046875","22.66927146911621","22.66927146911621","22.66927146911621","19.3125","19.3125","19.3125"
"9197","","","","","","","21.721355438232422","21.721355438232422","21.721355438232422","22.619792938232422","22.619792938232422","22.619792938232422","19.43099021911621","19.43099021911621","19.43099021911621"
"9198","23.510417938232422","23.510417938232422","23.510417938232422","23.94661521911621","23.94661521911621","23.94661521911621","","","","22.52474021911621","22.52474021911621","22.52474021911621","19.412761688232422","19.412761688232422","19.412761688232422"
"9199","23.57552146911621","23.57552146911621","23.57552146911621","23.971355438232422","23.971355438232422","23.971355438232422","21.71484375","21.71484375","21.71484375","22.55989646911621","22.55989646911621","22.55989646911621","19.31640625","19.31640625","19.31640625"
"9200","23.529949188232422","23.529949188232422","23.529949188232422","23.80859375","23.80859375","23.80859375","21.734375","21.734375","21.734375","22.529949188232422","22.529949188232422","22.529949188232422","19.553386688232422","19.553386688232422","19.553386688232422"
"9201","","","","23.85546875","23.85546875","23.85546875","21.78255271911621","21.78255271911621","21.78255271911621","","","","19.459636688232422","19.459636688232422","19.459636688232422"
"9202","23.592449188232422","23.592449188232422","23.592449188232422","23.93099021911621","23.93099021911621","23.93099021911621","21.865886688232422","21.865886688232422","21.865886688232422","22.545574188232422","22.545574188232422","22.545574188232422","19.31380271911621","19.31380271911621","19.31380271911621"
"9203","","","","","","","21.88802146911621","21.88802146911621","21.88802146911621","22.48177146911621","22.48177146911621","22.48177146911621","19.29036521911621","19.29036521911621","19.29036521911621"
"9204","23.70442771911621","23.70442771911621","23.70442771911621","23.88411521911621","23.88411521911621","23.88411521911621","","","","22.36849021911621","22.36849021911621","22.36849021911621","","",""
"9205","","","","23.90234375","23.90234375","23.90234375","22.01953125","22.01953125","22.01953125","22.354167938232422","22.354167938232422","22.354167938232422","19.39192771911621","19.39192771911621","19.39192771911621"
"9206","23.725261688232422","23.725261688232422","23.725261688232422","23.861980438232422","23.861980438232422","23.861980438232422","","","","22.2109375","22.2109375","22.2109375","","",""
"9207","","","","","","","21.858074188232422","21.858074188232422","21.858074188232422","","","","19.432292938232422","19.432292938232422","19.432292938232422"
"9208","23.721355438232422","23.721355438232422","23.721355438232422","23.8828125","23.8828125","23.8828125","21.86458396911621","21.86458396911621","21.86458396911621","","","","19.40364646911621","19.40364646911621","19.40364646911621"
"9209","","","","24.02083396911621","24.02083396911621","24.02083396911621","21.86328125","21.86328125","21.86328125","","","","19.30859375","19.30859375","19.30859375"
"9210","","","","24.17317771911621","24.17317771911621","24.17317771911621","21.91927146911621","21.91927146911621","21.91927146911621","22.2265625","22.2265625","22.2265625","19.358074188232422","19.358074188232422","19.358074188232422"
"9211","","","","24.1875","24.1875","24.1875","21.84375","21.84375","21.84375","22.25911521911621","22.25911521911621","22.25911521911621","19.440105438232422","19.440105438232422","19.440105438232422"
"9212","23.609375","23.609375","23.609375","24.174480438232422","24.174480438232422","24.174480438232422","21.869792938232422","21.869792938232422","21.869792938232422","","","","19.463542938232422","19.463542938232422","19.463542938232422"
"9213","23.578125","23.578125","23.578125","24.15234375","24.15234375","24.15234375","","","","22.303386688232422","22.303386688232422","22.303386688232422","19.444011688232422","19.444011688232422","19.444011688232422"
"9214","","","","24.21484375","24.21484375","24.21484375","22.018230438232422","22.018230438232422","22.018230438232422","22.47265625","22.47265625","22.47265625","19.467449188232422","19.467449188232422","19.467449188232422"
"9215","23.3984375","23.3984375","23.3984375","","","","22.14453125","22.14453125","22.14453125","22.43489646911621","22.43489646911621","22.43489646911621","19.4765625","19.4765625","19.4765625"
"9216","","","","24.12630271911621","24.12630271911621","24.12630271911621","22.26171875","22.26171875","22.26171875","22.45833396911621","22.45833396911621","22.45833396911621","","",""
"9217","23.41927146911621","23.41927146911621","23.41927146911621","24.12890625","24.12890625","24.12890625","22.20442771911621","22.20442771911621","22.20442771911621","","","","19.326824188232422","19.326824188232422","19.326824188232422"
"9218","23.3828125","23.3828125","23.3828125","24.037761688232422","24.037761688232422","24.037761688232422","22.3125","22.3125","22.3125","22.592449188232422","22.592449188232422","22.592449188232422","19.404949188232422","19.404949188232422","19.404949188232422"
"9219","","","","24.04296875","24.04296875","24.04296875","22.3671875","22.3671875","22.3671875","22.56770896911621","22.56770896911621","22.56770896911621","19.358074188232422","19.358074188232422","19.358074188232422"
"9220","23.42317771911621","23.42317771911621","23.42317771911621","","","","22.440105438232422","22.440105438232422","22.440105438232422","22.553386688232422","22.553386688232422","22.553386688232422","19.229167938232422","19.229167938232422","19.229167938232422"
"9221","23.34375","23.34375","23.34375","24.092449188232422","24.092449188232422","24.092449188232422","22.48177146911621","22.48177146911621","22.48177146911621","22.643230438232422","22.643230438232422","22.643230438232422","19.24739646911621","19.24739646911621","19.24739646911621"
"9222","23.36458396911621","23.36458396911621","23.36458396911621","24.19270896911621","24.19270896911621","24.19270896911621","22.522136688232422","22.522136688232422","22.522136688232422","","","","19.190105438232422","19.190105438232422","19.190105438232422"
"9223","23.295574188232422","23.295574188232422","23.295574188232422","24.16145896911621","24.16145896911621","24.16145896911621","","","","22.682292938232422","22.682292938232422","22.682292938232422","","",""
"9224","23.28255271911621","23.28255271911621","23.28255271911621","24.05859375","24.05859375","24.05859375","22.373699188232422","22.373699188232422","22.373699188232422","22.62630271911621","22.62630271911621","22.62630271911621","19.21484375","19.21484375","19.21484375"
"9225","23.453125","23.453125","23.453125","23.98567771911621","23.98567771911621","23.98567771911621","22.36328125","22.36328125","22.36328125","","","","","",""
"9226","23.401042938232422","23.401042938232422","23.401042938232422","23.95703125","23.95703125","23.95703125","","","","22.54817771911621","22.54817771911621","22.54817771911621","19.02864646911621","19.02864646911621","19.02864646911621"
"9227","23.4765625","23.4765625","23.4765625","","","","22.66796875","22.66796875","22.66796875","22.678386688232422","22.678386688232422","22.678386688232422","19.13020896911621","19.13020896911621","19.13020896911621"
"9228","","","","","","","","","","","","","19.268230438232422","19.268230438232422","19.268230438232422"
"9229","23.42317771911621","23.42317771911621","23.42317771911621","24.217449188232422","24.217449188232422","24.217449188232422","22.75911521911621","22.75911521911621","22.75911521911621","22.98046875","22.98046875","22.98046875","19.240886688232422","19.240886688232422","19.240886688232422"
"9230","23.52474021911621","23.52474021911621","23.52474021911621","","","","22.701824188232422","22.701824188232422","22.701824188232422","23.029949188232422","23.029949188232422","23.029949188232422","19.20833396911621","19.20833396911621","19.20833396911621"
"9231","","","","24.22395896911621","24.22395896911621","24.22395896911621","22.71224021911621","22.71224021911621","22.71224021911621","22.889324188232422","22.889324188232422","22.889324188232422","","",""
"9232","23.57942771911621","23.57942771911621","23.57942771911621","24.14583396911621","24.14583396911621","24.14583396911621","22.803386688232422","22.803386688232422","22.803386688232422","22.95052146911621","22.95052146911621","22.95052146911621","19.3125","19.3125","19.3125"
"9233","23.64974021911621","23.64974021911621","23.64974021911621","24.162761688232422","24.162761688232422","24.162761688232422","22.72395896911621","22.72395896911621","22.72395896911621","22.865886688232422","22.865886688232422","22.865886688232422","19.22395896911621","19.22395896911621","19.22395896911621"
"9234","23.70052146911621","23.70052146911621","23.70052146911621","24.057292938232422","24.057292938232422","24.057292938232422","","","","22.858074188232422","22.858074188232422","22.858074188232422","19.43489646911621","19.43489646911621","19.43489646911621"
"9235","23.73828125","23.73828125","23.73828125","23.940105438232422","23.940105438232422","23.940105438232422","22.596355438232422","22.596355438232422","22.596355438232422","","","","19.412761688232422","19.412761688232422","19.412761688232422"
"9236","","","","23.9765625","23.9765625","23.9765625","22.561199188232422","22.561199188232422","22.561199188232422","22.756511688232422","22.756511688232422","22.756511688232422","19.57942771911621","19.57942771911621","19.57942771911621"
"9237","23.59765625","23.59765625","23.59765625","","","","22.549480438232422","22.549480438232422","22.549480438232422","22.796875","22.796875","22.796875","19.588542938232422","19.588542938232422","19.588542938232422"
"9238","","","","24.03515625","24.03515625","24.03515625","22.69140625","22.69140625","22.69140625","22.709636688232422","22.709636688232422","22.709636688232422","19.611980438232422","19.611980438232422","19.611980438232422"
"9239","","","","23.979167938232422","23.979167938232422","23.979167938232422","22.834636688232422","22.834636688232422","22.834636688232422","","","","19.619792938232422","19.619792938232422","19.619792938232422"
"9240","23.58984375","23.58984375","23.58984375","24.022136688232422","24.022136688232422","24.022136688232422","22.81640625","22.81640625","22.81640625","22.6875","22.6875","22.6875","19.65234375","19.65234375","19.65234375"
"9241","23.64583396911621","23.64583396911621","23.64583396911621","23.92317771911621","23.92317771911621","23.92317771911621","22.639324188232422","22.639324188232422","22.639324188232422","22.811199188232422","22.811199188232422","22.811199188232422","19.569011688232422","19.569011688232422","19.569011688232422"
"9242","","","","23.89192771911621","23.89192771911621","23.89192771911621","22.6640625","22.6640625","22.6640625","22.89974021911621","22.89974021911621","22.89974021911621","","",""
"9243","23.639324188232422","23.639324188232422","23.639324188232422","23.94140625","23.94140625","23.94140625","22.783855438232422","22.783855438232422","22.783855438232422","22.94661521911621","22.94661521911621","22.94661521911621","","",""
"9244","23.48177146911621","23.48177146911621","23.48177146911621","23.971355438232422","23.971355438232422","23.971355438232422","22.63802146911621","22.63802146911621","22.63802146911621","","","","19.46484375","19.46484375","19.46484375"
"9245","23.576824188232422","23.576824188232422","23.576824188232422","24.00911521911621","24.00911521911621","24.00911521911621","22.557292938232422","22.557292938232422","22.557292938232422","","","","","",""
"9246","23.506511688232422","23.506511688232422","23.506511688232422","24.18489646911621","24.18489646911621","24.18489646911621","22.697917938232422","22.697917938232422","22.697917938232422","23.061199188232422","23.061199188232422","23.061199188232422","19.640625","19.640625","19.640625"
"9247","","","","24.17317771911621","24.17317771911621","24.17317771911621","22.69921875","22.69921875","22.69921875","23.12109375","23.12109375","23.12109375","19.5625","19.5625","19.5625"
"9248","","","","","","","","","","22.760417938232422","22.760417938232422","22.760417938232422","19.5703125","19.5703125","19.5703125"
"9249","23.41536521911621","23.41536521911621","23.41536521911621","","","","22.78125","22.78125","22.78125","22.8046875","22.8046875","22.8046875","19.609375","19.609375","19.609375"
"9250","23.34375","23.34375","23.34375","24.479167938232422","24.479167938232422","24.479167938232422","","","","22.858074188232422","22.858074188232422","22.858074188232422","19.678386688232422","19.678386688232422","19.678386688232422"
"9251","23.328125","23.328125","23.328125","24.51171875","24.51171875","24.51171875","23.00130271911621","23.00130271911621","23.00130271911621","","","","19.651042938232422","19.651042938232422","19.651042938232422"
"9252","23.283855438232422","23.283855438232422","23.283855438232422","24.451824188232422","24.451824188232422","24.451824188232422","","","","23.02474021911621","23.02474021911621","23.02474021911621","19.608074188232422","19.608074188232422","19.608074188232422"
"9253","23.2890625","23.2890625","23.2890625","24.46614646911621","24.46614646911621","24.46614646911621","23.01692771911621","23.01692771911621","23.01692771911621","23.23567771911621","23.23567771911621","23.23567771911621","19.65234375","19.65234375","19.65234375"
"9254","23.256511688232422","23.256511688232422","23.256511688232422","","","","23.21484375","23.21484375","23.21484375","","","","19.53645896911621","19.53645896911621","19.53645896911621"
"9255","23.32552146911621","23.32552146911621","23.32552146911621","","","","","","","","","","19.30599021911621","19.30599021911621","19.30599021911621"
"9256","","","","","","","23.16015625","23.16015625","23.16015625","22.96484375","22.96484375","22.96484375","19.3828125","19.3828125","19.3828125"
"9257","","","","","","","","","","22.96224021911621","22.96224021911621","22.96224021911621","","",""
"9258","23.635417938232422","23.635417938232422","23.635417938232422","24.709636688232422","24.709636688232422","24.709636688232422","23.22265625","23.22265625","23.22265625","23.04427146911621","23.04427146911621","23.04427146911621","","",""
"9259","23.795574188232422","23.795574188232422","23.795574188232422","","","","","","","","","","","",""
"9260","23.84114646911621","23.84114646911621","23.84114646911621","24.70833396911621","24.70833396911621","24.70833396911621","","","","23.076824188232422","23.076824188232422","23.076824188232422","19.16145896911621","19.16145896911621","19.16145896911621"
"9261","23.93359375","23.93359375","23.93359375","24.63020896911621","24.63020896911621","24.63020896911621","22.9765625","22.9765625","22.9765625","","","","","",""
"9262","","","","","","","22.91927146911621","22.91927146911621","22.91927146911621","","","","19.11458396911621","19.11458396911621","19.11458396911621"
"9263","23.924480438232422","23.924480438232422","23.924480438232422","24.5703125","24.5703125","24.5703125","","","","22.9765625","22.9765625","22.9765625","19.12630271911621","19.12630271911621","19.12630271911621"
"9264","23.84765625","23.84765625","23.84765625","24.733074188232422","24.733074188232422","24.733074188232422","22.82552146911621","22.82552146911621","22.82552146911621","22.811199188232422","22.811199188232422","22.811199188232422","19.178386688232422","19.178386688232422","19.178386688232422"
"9265","","","","24.678386688232422","24.678386688232422","24.678386688232422","","","","","","","19.061199188232422","19.061199188232422","19.061199188232422"
"9266","23.87239646911621","23.87239646911621","23.87239646911621","24.703125","24.703125","24.703125","22.834636688232422","22.834636688232422","22.834636688232422","22.77734375","22.77734375","22.77734375","19.096355438232422","19.096355438232422","19.096355438232422"
"9267","23.8359375","23.8359375","23.8359375","","","","22.76302146911621","22.76302146911621","22.76302146911621","22.83333396911621","22.83333396911621","22.83333396911621","18.98958396911621","18.98958396911621","18.98958396911621"
