"Step","00_ppo_12345_24576envs_none_none_1p_21_01_09h51m15s - successes/time","00_ppo_12345_24576envs_none_none_1p_21_01_09h51m15s - successes/time__MIN","00_ppo_12345_24576envs_none_none_1p_21_01_09h51m15s - successes/time__MAX","00_ppo_42_24576envs_none_none_1p_21_01_09h51m07s - successes/time","00_ppo_42_24576envs_none_none_1p_21_01_09h51m07s - successes/time__MIN","00_ppo_42_24576envs_none_none_1p_21_01_09h51m07s - successes/time__MAX","00_ppo_6789_24576envs_none_none_1p_21_01_09h43m04s - successes/time","00_ppo_6789_24576envs_none_none_1p_21_01_09h43m04s - successes/time__MIN","00_ppo_6789_24576envs_none_none_1p_21_01_09h43m04s - successes/time__MAX","00_ppo_98765_24576envs_none_none_1p_21_01_09h42m55s - successes/time","00_ppo_98765_24576envs_none_none_1p_21_01_09h42m55s - successes/time__MIN","00_ppo_98765_24576envs_none_none_1p_21_01_09h42m55s - successes/time__MAX","00_ppo_2023_24576envs_none_none_1p_21_01_09h42m50s - successes/time","00_ppo_2023_24576envs_none_none_1p_21_01_09h42m50s - successes/time__MIN","00_ppo_2023_24576envs_none_none_1p_21_01_09h42m50s - successes/time__MAX"
"8890","1.874755859375","1.874755859375","1.874755859375","","","","","","","1.3910726308822632","1.3910726308822632","1.3910726308822632","0.5024821162223816","0.5024821162223816","0.5024821162223816"
"8891","1.8773193359375","1.8773193359375","1.8773193359375","","","","0.1106770858168602","0.1106770858168602","0.1106770858168602","","","","0.5035400390625","0.5035400390625","0.5035400390625"
"8892","1.8809001445770264","1.8809001445770264","1.8809001445770264","0.3140462338924408","0.3140462338924408","0.3140462338924408","0.1112467497587204","0.1112467497587204","0.1112467497587204","","","","","",""
"8893","","","","0.316162109375","0.316162109375","0.316162109375","0.1127522811293602","0.1127522811293602","0.1127522811293602","","","","0.49951171875","0.49951171875","0.49951171875"
"8894","","","","0.3074544370174408","0.3074544370174408","0.3074544370174408","0.1142171248793602","0.1142171248793602","0.1142171248793602","1.3918864727020264","1.3918864727020264","1.3918864727020264","0.5011800527572632","0.5011800527572632","0.5011800527572632"
"8895","","","","0.3085123896598816","0.3085123896598816","0.3085123896598816","0.1155192106962204","0.1155192106962204","0.1155192106962204","1.3940023183822632","1.3940023183822632","1.3940023183822632","","",""
"8896","1.8757731914520264","1.8757731914520264","1.8757731914520264","","","","0.115966796875","0.115966796875","0.115966796875","","","","0.5032958984375","0.5032958984375","0.5032958984375"
"8897","","","","0.3055827021598816","0.3055827021598816","0.3055827021598816","0.1168619841337204","0.1168619841337204","0.1168619841337204","1.3907878398895264","1.3907878398895264","1.3907878398895264","0.5002034902572632","0.5002034902572632","0.5002034902572632"
"8898","","","","0.3058675229549408","0.3058675229549408","0.3058675229549408","0.1167806014418602","0.1167806014418602","0.1167806014418602","","","","0.50341796875","0.50341796875","0.50341796875"
"8899","1.8653564453125","1.8653564453125","1.8653564453125","0.3005778193473816","0.3005778193473816","0.3005778193473816","0.117919921875","0.117919921875","0.117919921875","","","","0.5007731318473816","0.5007731318473816","0.5007731318473816"
"8900","1.8677978515625","1.8677978515625","1.8677978515625","0.2935384213924408","0.2935384213924408","0.2935384213924408","0.1181233748793602","0.1181233748793602","0.1181233748793602","","","","","",""
"8901","1.8673503398895264","1.8673503398895264","1.8673503398895264","0.2937418818473816","0.2937418818473816","0.2937418818473816","","","","1.3888753652572632","1.3888753652572632","1.3888753652572632","0.5009765625","0.5009765625","0.5009765625"
"8902","","","","0.2863362729549408","0.2863362729549408","0.2863362729549408","0.1184895858168602","0.1184895858168602","0.1184895858168602","1.3865560293197632","1.3865560293197632","1.3865560293197632","0.4992268979549408","0.4992268979549408","0.4992268979549408"
"8903","","","","0.2924397885799408","0.2924397885799408","0.2924397885799408","","","","1.3860270977020264","1.3860270977020264","1.3860270977020264","0.500244140625","0.500244140625","0.500244140625"
"8904","1.8711345195770264","1.8711345195770264","1.8711345195770264","","","","","","","1.3823649883270264","1.3823649883270264","1.3823649883270264","","",""
"8905","1.8685302734375","1.8685302734375","1.8685302734375","0.2869873046875","0.2869873046875","0.2869873046875","0.1189778670668602","0.1189778670668602","0.1189778670668602","1.3806560039520264","1.3806560039520264","1.3806560039520264","","",""
"8906","","","","0.2888997495174408","0.2888997495174408","0.2888997495174408","0.119384765625","0.119384765625","0.119384765625","","","","0.5023193359375","0.5023193359375","0.5023193359375"
"8907","1.8700358867645264","1.8700358867645264","1.8700358867645264","","","","0.11962890625","0.11962890625","0.11962890625","","","","","",""
"8908","1.8618571758270264","1.8618571758270264","1.8618571758270264","","","","0.1217041015625","0.1217041015625","0.1217041015625","1.3832194805145264","1.3832194805145264","1.3832194805145264","","",""
"8909","1.8584392070770264","1.8584392070770264","1.8584392070770264","0.2932942807674408","0.2932942807674408","0.2932942807674408","0.1228434294462204","0.1228434294462204","0.1228434294462204","1.3837484121322632","1.3837484121322632","1.3837484121322632","0.5006917715072632","0.5006917715072632","0.5006917715072632"
"8910","1.8596599102020264","1.8596599102020264","1.8596599102020264","0.2965087890625","0.2965087890625","0.2965087890625","0.1236979216337204","0.1236979216337204","0.1236979216337204","1.3822835683822632","1.3822835683822632","1.3822835683822632","","",""
"8911","","","","0.2899983823299408","0.2899983823299408","0.2899983823299408","","","","","","","0.5054525136947632","0.5054525136947632","0.5054525136947632"
"8912","1.8477376699447632","1.8477376699447632","1.8477376699447632","","","","","","","1.3798015117645264","1.3798015117645264","1.3798015117645264","","",""
"8913","1.8506267070770264","1.8506267070770264","1.8506267070770264","","","","0.1234130859375","0.1234130859375","0.1234130859375","","","","0.5061442255973816","0.5061442255973816","0.5061442255973816"
"8914","","","","","","","0.1226399764418602","0.1226399764418602","0.1226399764418602","","","","0.5032958984375","0.5032958984375","0.5032958984375"
"8915","","","","0.2834065854549408","0.2834065854549408","0.2834065854549408","0.1233723983168602","0.1233723983168602","0.1233723983168602","1.3819173574447632","1.3819173574447632","1.3819173574447632","0.503662109375","0.503662109375","0.503662109375"
"8916","1.8500163555145264","1.8500163555145264","1.8500163555145264","","","","0.1239827498793602","0.1239827498793602","0.1239827498793602","","","","0.5027669668197632","0.5027669668197632","0.5027669668197632"
"8917","1.8473714590072632","1.8473714590072632","1.8473714590072632","0.2762451171875","0.2762451171875","0.2762451171875","0.1226806640625","0.1226806640625","0.1226806640625","1.3857829570770264","1.3857829570770264","1.3857829570770264","","",""
"8918","1.8451335430145264","1.8451335430145264","1.8451335430145264","","","","0.123046875","0.123046875","0.123046875","1.3856608867645264","1.3856608867645264","1.3856608867645264","0.4984130859375","0.4984130859375","0.4984130859375"
"8919","1.8401693105697632","1.8401693105697632","1.8401693105697632","","","","0.1229248046875","0.1229248046875","0.1229248046875","","","","","",""
"8920","","","","0.2801106870174408","0.2801106870174408","0.2801106870174408","0.1224772185087204","0.1224772185087204","0.1224772185087204","1.3870443105697632","1.3870443105697632","1.3870443105697632","0.4954427182674408","0.4954427182674408","0.4954427182674408"
"8921","1.8387044668197632","1.8387044668197632","1.8387044668197632","0.2861735224723816","0.2861735224723816","0.2861735224723816","0.1242268905043602","0.1242268905043602","0.1242268905043602","","","","0.489501953125","0.489501953125","0.489501953125"
"8922","1.82861328125","1.82861328125","1.82861328125","0.285888671875","0.285888671875","0.285888671875","","","","1.3903402090072632","1.3903402090072632","1.3903402090072632","0.4903971552848816","0.4903971552848816","0.4903971552848816"
"8923","","","","0.2832845151424408","0.2832845151424408","0.2832845151424408","","","","","","","0.490478515625","0.490478515625","0.490478515625"
"8924","1.8278402090072632","1.8278402090072632","1.8278402090072632","0.281494140625","0.281494140625","0.281494140625","0.1267496794462204","0.1267496794462204","0.1267496794462204","","","","0.49169921875","0.49169921875","0.49169921875"
"8925","1.8302409648895264","1.8302409648895264","1.8302409648895264","0.2767333984375","0.2767333984375","0.2767333984375","0.1271158903837204","0.1271158903837204","0.1271158903837204","1.3835042715072632","1.3835042715072632","1.3835042715072632","0.4948323667049408","0.4948323667049408","0.4948323667049408"
"8926","","","","0.277587890625","0.277587890625","0.277587890625","0.1263834685087204","0.1263834685087204","0.1263834685087204","1.3836263418197632","1.3836263418197632","1.3836263418197632","0.4980061948299408","0.4980061948299408","0.4980061948299408"
"8927","1.8354085683822632","1.8354085683822632","1.8354085683822632","","","","0.1261800229549408","0.1261800229549408","0.1261800229549408","1.3892822265625","1.3892822265625","1.3892822265625","","",""
"8928","1.8346354961395264","1.8346354961395264","1.8346354961395264","0.2725830078125","0.2725830078125","0.2725830078125","0.1252848356962204","0.1252848356962204","0.1252848356962204","1.39013671875","1.39013671875","1.39013671875","0.4931640625","0.4931640625","0.4931640625"
"8929","1.8341064453125","1.8341064453125","1.8341064453125","","","","0.1244710311293602","0.1244710311293602","0.1244710311293602","","","","0.49462890625","0.49462890625","0.49462890625"
"8930","1.8304036855697632","1.8304036855697632","1.8304036855697632","0.2666829526424408","0.2666829526424408","0.2666829526424408","0.1224365234375","0.1224365234375","0.1224365234375","","","","0.491455078125","0.491455078125","0.491455078125"
"8931","","","","0.2655029296875","0.2655029296875","0.2655029296875","0.1201578825712204","0.1201578825712204","0.1201578825712204","","","","0.4868977963924408","0.4868977963924408","0.4868977963924408"
"8932","1.8309733867645264","1.8309733867645264","1.8309733867645264","0.2652994990348816","0.2652994990348816","0.2652994990348816","0.1202392578125","0.1202392578125","0.1202392578125","","","","0.4838053584098816","0.4838053584098816","0.4838053584098816"
"8933","1.8299560546875","1.8299560546875","1.8299560546875","","","","0.1184488981962204","0.1184488981962204","0.1184488981962204","1.3888347148895264","1.3888347148895264","1.3888347148895264","0.4820963740348816","0.4820963740348816","0.4820963740348816"
"8934","1.8291015625","1.8291015625","1.8291015625","","","","0.1166178435087204","0.1166178435087204","0.1166178435087204","1.3878988027572632","1.3878988027572632","1.3878988027572632","0.4838053584098816","0.4838053584098816","0.4838053584098816"
"8935","1.8284912109375","1.8284912109375","1.8284912109375","0.2611897885799408","0.2611897885799408","0.2611897885799408","0.117431640625","0.117431640625","0.117431640625","1.381591796875","1.381591796875","1.381591796875","0.4817708432674408","0.4817708432674408","0.4817708432674408"
"8936","1.8282064199447632","1.8282064199447632","1.8282064199447632","0.2558186948299408","0.2558186948299408","0.2558186948299408","0.1174723356962204","0.1174723356962204","0.1174723356962204","","","","0.4834391474723816","0.4834391474723816","0.4834391474723816"
"8937","","","","0.2585042417049408","0.2585042417049408","0.2585042417049408","0.1165364608168602","0.1165364608168602","0.1165364608168602","1.3774821758270264","1.3774821758270264","1.3774821758270264","0.4890950620174408","0.4890950620174408","0.4890950620174408"
"8938","1.8232015371322632","1.8232015371322632","1.8232015371322632","","","","0.1182454451918602","0.1182454451918602","0.1182454451918602","1.3793538808822632","1.3793538808822632","1.3793538808822632","0.4933675229549408","0.4933675229549408","0.4933675229549408"
"8939","1.8157145977020264","1.8157145977020264","1.8157145977020264","0.262939453125","0.262939453125","0.262939453125","0.1190999373793602","0.1190999373793602","0.1190999373793602","","","","","",""
"8940","","","","0.259033203125","0.259033203125","0.259033203125","0.1189371794462204","0.1189371794462204","0.1189371794462204","1.3777263164520264","1.3777263164520264","1.3777263164520264","0.4918212890625","0.4918212890625","0.4918212890625"
"8941","1.8121745586395264","1.8121745586395264","1.8121745586395264","","","","0.119140625","0.119140625","0.119140625","1.3785400390625","1.3785400390625","1.3785400390625","","",""
"8942","1.8145345449447632","1.8145345449447632","1.8145345449447632","0.263427734375","0.263427734375","0.263427734375","0.1180826872587204","0.1180826872587204","0.1180826872587204","1.3801677227020264","1.3801677227020264","1.3801677227020264","0.49072265625","0.49072265625","0.49072265625"
"8943","1.8144938945770264","1.8144938945770264","1.8144938945770264","0.2571207880973816","0.2571207880973816","0.2571207880973816","0.1175944060087204","0.1175944060087204","0.1175944060087204","","","","0.4868977963924408","0.4868977963924408","0.4868977963924408"
"8944","1.8169353008270264","1.8169353008270264","1.8169353008270264","0.256103515625","0.256103515625","0.256103515625","0.1165771484375","0.1165771484375","0.1165771484375","1.3815104961395264","1.3815104961395264","1.3815104961395264","0.4838053584098816","0.4838053584098816","0.4838053584098816"
"8945","1.8124186992645264","1.8124186992645264","1.8124186992645264","0.2583414912223816","0.2583414912223816","0.2583414912223816","0.1161702498793602","0.1161702498793602","0.1161702498793602","1.3817546367645264","1.3817546367645264","1.3817546367645264","0.4842529296875","0.4842529296875","0.4842529296875"
"8946","","","","0.2582601010799408","0.2582601010799408","0.2582601010799408","0.1151529997587204","0.1151529997587204","0.1151529997587204","","","","","",""
"8947","1.8074138164520264","1.8074138164520264","1.8074138164520264","","","","","","","1.3843181133270264","1.3843181133270264","1.3843181133270264","","",""
"8948","1.7997640371322632","1.7997640371322632","1.7997640371322632","0.2567545771598816","0.2567545771598816","0.2567545771598816","0.1134440153837204","0.1134440153837204","0.1134440153837204","1.3922526836395264","1.3922526836395264","1.3922526836395264","","",""
"8949","1.7995198965072632","1.7995198965072632","1.7995198965072632","0.2550455927848816","0.2550455927848816","0.2550455927848816","0.1132405623793602","0.1132405623793602","0.1132405623793602","","","","","",""
"8950","1.7974447011947632","1.7974447011947632","1.7974447011947632","","","","0.11328125","0.11328125","0.11328125","1.3937175273895264","1.3937175273895264","1.3937175273895264","","",""
"8951","1.7986247539520264","1.7986247539520264","1.7986247539520264","0.2458903044462204","0.2458903044462204","0.2458903044462204","0.1136474609375","0.1136474609375","0.1136474609375","1.3931884765625","1.3931884765625","1.3931884765625","0.4858805537223816","0.4858805537223816","0.4858805537223816"
"8952","1.7942708730697632","1.7942708730697632","1.7942708730697632","","","","0.11474609375","0.11474609375","0.11474609375","1.393310546875","1.393310546875","1.393310546875","","",""
"8953","1.791015625","1.791015625","1.791015625","0.2459716796875","0.2459716796875","0.2459716796875","0.1157633513212204","0.1157633513212204","0.1157633513212204","","","","0.485595703125","0.485595703125","0.485595703125"
"8954","","","","0.2432861328125","0.2432861328125","0.2432861328125","0.117919921875","0.117919921875","0.117919921875","1.3919271230697632","1.3919271230697632","1.3919271230697632","0.4860433042049408","0.4860433042049408","0.4860433042049408"
"8955","1.7904866933822632","1.7904866933822632","1.7904866933822632","0.2445882260799408","0.2445882260799408","0.2445882260799408","0.1178792342543602","0.1178792342543602","0.1178792342543602","1.3852946758270264","1.3852946758270264","1.3852946758270264","0.487548828125","0.487548828125","0.487548828125"
"8956","1.7939046621322632","1.7939046621322632","1.7939046621322632","","","","","","","","","","0.486083984375","0.486083984375","0.486083984375"
"8957","1.7982177734375","1.7982177734375","1.7982177734375","","","","0.1187337264418602","0.1187337264418602","0.1187337264418602","1.385498046875","1.385498046875","1.385498046875","0.4834391474723816","0.4834391474723816","0.4834391474723816"
"8958","1.7930095195770264","1.7930095195770264","1.7930095195770264","0.2569987177848816","0.2569987177848816","0.2569987177848816","0.1177164763212204","0.1177164763212204","0.1177164763212204","1.3868815898895264","1.3868815898895264","1.3868815898895264","0.4837646484375","0.4837646484375","0.4837646484375"
"8959","","","","0.2571614682674408","0.2571614682674408","0.2571614682674408","0.1176350936293602","0.1176350936293602","0.1176350936293602","1.3846843242645264","1.3846843242645264","1.3846843242645264","0.4865315854549408","0.4865315854549408","0.4865315854549408"
"8960","1.8016357421875","1.8016357421875","1.8016357421875","0.2578532099723816","0.2578532099723816","0.2578532099723816","0.1155598983168602","0.1155598983168602","0.1155598983168602","","","","0.4844563901424408","0.4844563901424408","0.4844563901424408"
"8961","1.8042399883270264","1.8042399883270264","1.8042399883270264","0.2598876953125","0.2598876953125","0.2598876953125","","","","","","","0.4810384213924408","0.4810384213924408","0.4810384213924408"
"8962","1.8070476055145264","1.8070476055145264","1.8070476055145264","0.2541097104549408","0.2541097104549408","0.2541097104549408","0.1145426481962204","0.1145426481962204","0.1145426481962204","","","","0.4794921875","0.4794921875","0.4794921875"
"8963","","","","0.2615153193473816","0.2615153193473816","0.2615153193473816","0.1162923201918602","0.1162923201918602","0.1162923201918602","1.3866780996322632","1.3866780996322632","1.3866780996322632","0.4773763120174408","0.4773763120174408","0.4773763120174408"
"8964","1.8023681640625","1.8023681640625","1.8023681640625","0.2572835385799408","0.2572835385799408","0.2572835385799408","0.116455078125","0.116455078125","0.116455078125","1.3861491680145264","1.3861491680145264","1.3861491680145264","0.4754231870174408","0.4754231870174408","0.4754231870174408"
"8965","","","","0.2539876401424408","0.2539876401424408","0.2539876401424408","0.1170654296875","0.1170654296875","0.1170654296875","1.3789470195770264","1.3789470195770264","1.3789470195770264","0.474365234375","0.474365234375","0.474365234375"
"8966","1.7889404296875","1.7889404296875","1.7889404296875","0.2523600459098816","0.2523600459098816","0.2523600459098816","0.1173909530043602","0.1173909530043602","0.1173909530043602","1.3783773183822632","1.3783773183822632","1.3783773183822632","0.4777018427848816","0.4777018427848816","0.4777018427848816"
"8967","1.79541015625","1.79541015625","1.79541015625","","","","0.1175130233168602","0.1175130233168602","0.1175130233168602","","","","0.4773356318473816","0.4773356318473816","0.4773356318473816"
"8968","","","","0.26123046875","0.26123046875","0.26123046875","0.1167806014418602","0.1167806014418602","0.1167806014418602","","","","","",""
"8969","","","","0.2633056640625","0.2633056640625","0.2633056640625","0.1152750700712204","0.1152750700712204","0.1152750700712204","1.3702392578125","1.3702392578125","1.3702392578125","0.4752197265625","0.4752197265625","0.4752197265625"
"8970","","","","0.2719319760799408","0.2719319760799408","0.2719319760799408","0.114501953125","0.114501953125","0.114501953125","","","","0.4724528193473816","0.4724528193473816","0.4724528193473816"
"8971","1.7912191152572632","1.7912191152572632","1.7912191152572632","","","","0.1146647185087204","0.1146647185087204","0.1146647185087204","","","","0.4717203974723816","0.4717203974723816","0.4717203974723816"
"8972","1.7861328125","1.7861328125","1.7861328125","0.2665202021598816","0.2665202021598816","0.2665202021598816","0.1143798828125","0.1143798828125","0.1143798828125","","","","0.4710286557674408","0.4710286557674408","0.4710286557674408"
"8973","1.79052734375","1.79052734375","1.79052734375","0.2628987729549408","0.2628987729549408","0.2628987729549408","0.1138102263212204","0.1138102263212204","0.1138102263212204","1.3612874746322632","1.3612874746322632","1.3612874746322632","0.4684651792049408","0.4684651792049408","0.4684651792049408"
"8974","1.7917073965072632","1.7917073965072632","1.7917073965072632","0.2552490234375","0.2552490234375","0.2552490234375","0.1140950545668602","0.1140950545668602","0.1140950545668602","","","","0.4651692807674408","0.4651692807674408","0.4651692807674408"
"8975","","","","0.2517903745174408","0.2517903745174408","0.2517903745174408","0.1146240234375","0.1146240234375","0.1146240234375","1.35205078125","1.35205078125","1.35205078125","0.4647623896598816","0.4647623896598816","0.4647623896598816"
"8976","","","","","","","0.1156005859375","0.1156005859375","0.1156005859375","1.3472087383270264","1.3472087383270264","1.3472087383270264","0.4639892578125","0.4639892578125","0.4639892578125"
"8977","","","","0.2469482421875","0.2469482421875","0.2469482421875","0.1169026717543602","0.1169026717543602","0.1169026717543602","","","","","",""
"8978","1.8177083730697632","1.8177083730697632","1.8177083730697632","0.2538248896598816","0.2538248896598816","0.2538248896598816","0.1177571639418602","0.1177571639418602","0.1177571639418602","","","","","",""
"8979","1.8127849102020264","1.8127849102020264","1.8127849102020264","","","","","","","1.3479818105697632","1.3479818105697632","1.3479818105697632","","",""
"8980","1.8074951171875","1.8074951171875","1.8074951171875","0.2565511167049408","0.2565511167049408","0.2565511167049408","0.117919921875","0.117919921875","0.117919921875","","","","0.4571126401424408","0.4571126401424408","0.4571126401424408"
"8981","","","","","","","0.1175130233168602","0.1175130233168602","0.1175130233168602","","","","","",""
"8982","1.8062337636947632","1.8062337636947632","1.8062337636947632","0.26220703125","0.26220703125","0.26220703125","0.1175944060087204","0.1175944060087204","0.1175944060087204","","","","","",""
"8983","","","","0.2620849609375","0.2620849609375","0.2620849609375","","","","","","","0.4550374448299408","0.4550374448299408","0.4550374448299408"
"8984","","","","0.2576090693473816","0.2576090693473816","0.2576090693473816","0.1187744140625","0.1187744140625","0.1187744140625","1.3361003398895264","1.3361003398895264","1.3361003398895264","0.4498291015625","0.4498291015625","0.4498291015625"
"8985","1.8026937246322632","1.8026937246322632","1.8026937246322632","0.2587483823299408","0.2587483823299408","0.2587483823299408","0.1194661483168602","0.1194661483168602","0.1194661483168602","","","","0.4446207880973816","0.4446207880973816","0.4446207880973816"
"8986","1.8013509511947632","1.8013509511947632","1.8013509511947632","0.2599284052848816","0.2599284052848816","0.2599284052848816","0.1188151091337204","0.1188151091337204","0.1188151091337204","1.3399658203125","1.3399658203125","1.3399658203125","0.444091796875","0.444091796875","0.444091796875"
"8987","1.8022868633270264","1.8022868633270264","1.8022868633270264","0.2621256709098816","0.2621256709098816","0.2621256709098816","0.118408203125","0.118408203125","0.118408203125","","","","0.4437255859375","0.4437255859375","0.4437255859375"
"8988","1.802734375","1.802734375","1.802734375","0.2581380307674408","0.2581380307674408","0.2581380307674408","0.1182454451918602","0.1182454451918602","0.1182454451918602","1.338623046875","1.338623046875","1.338623046875","0.4449869990348816","0.4449869990348816","0.4449869990348816"
"8989","","","","0.2624104917049408","0.2624104917049408","0.2624104917049408","","","","","","","","",""
"8990","","","","0.2696533203125","0.2696533203125","0.2696533203125","0.1180826872587204","0.1180826872587204","0.1180826872587204","","","","0.4398193359375","0.4398193359375","0.4398193359375"
"8991","","","","0.2744547724723816","0.2744547724723816","0.2744547724723816","","","","","","","0.440185546875","0.440185546875","0.440185546875"
"8992","1.8036296367645264","1.8036296367645264","1.8036296367645264","0.2698567807674408","0.2698567807674408","0.2698567807674408","0.118408203125","0.118408203125","0.118408203125","1.3339437246322632","1.3339437246322632","1.3339437246322632","0.4410400390625","0.4410400390625","0.4410400390625"
"8993","1.80078125","1.80078125","1.80078125","0.2721354365348816","0.2721354365348816","0.2721354365348816","0.1184488981962204","0.1184488981962204","0.1184488981962204","1.3330485820770264","1.3330485820770264","1.3330485820770264","","",""
"8994","","","","","","","0.11962890625","0.11962890625","0.11962890625","1.3314208984375","1.3314208984375","1.3314208984375","0.4384358823299408","0.4384358823299408","0.4384358823299408"
"8995","1.8000895977020264","1.8000895977020264","1.8000895977020264","0.2647298276424408","0.2647298276424408","0.2647298276424408","0.11962890625","0.11962890625","0.11962890625","","","","0.4349365234375","0.4349365234375","0.4349365234375"
"8996","","","","0.2620849609375","0.2620849609375","0.2620849609375","0.1197916716337204","0.1197916716337204","0.1197916716337204","1.3251140117645264","1.3251140117645264","1.3251140117645264","","",""
"8997","1.804443359375","1.804443359375","1.804443359375","0.2594808042049408","0.2594808042049408","0.2594808042049408","","","","1.3250732421875","1.3250732421875","1.3250732421875","","",""
"8998","","","","0.2662760615348816","0.2662760615348816","0.2662760615348816","0.1207275390625","0.1207275390625","0.1207275390625","1.3284912109375","1.3284912109375","1.3284912109375","","",""
"8999","1.8143310546875","1.8143310546875","1.8143310546875","0.2643636167049408","0.2643636167049408","0.2643636167049408","","","","1.3280843496322632","1.3280843496322632","1.3280843496322632","","",""
"9000","1.8159587383270264","1.8159587383270264","1.8159587383270264","","","","","","","1.325439453125","1.325439453125","1.325439453125","0.4357503354549408","0.4357503354549408","0.4357503354549408"
"9001","1.8153890371322632","1.8153890371322632","1.8153890371322632","0.2666015625","0.2666015625","0.2666015625","0.1212565153837204","0.1212565153837204","0.1212565153837204","1.3218181133270264","1.3218181133270264","1.3218181133270264","0.4372151792049408","0.4372151792049408","0.4372151792049408"
"9002","1.8223876953125","1.8223876953125","1.8223876953125","","","","0.1206868514418602","0.1206868514418602","0.1206868514418602","1.3230794668197632","1.3230794668197632","1.3230794668197632","0.4341634213924408","0.4341634213924408","0.4341634213924408"
"9003","1.8240966796875","1.8240966796875","1.8240966796875","","","","","","","1.3238118886947632","1.3238118886947632","1.3238118886947632","0.4333089292049408","0.4333089292049408","0.4333089292049408"
"9004","1.8245443105697632","1.8245443105697632","1.8245443105697632","0.2651774287223816","0.2651774287223816","0.2651774287223816","","","","","","","","",""
"9005","1.8260091543197632","1.8260091543197632","1.8260091543197632","0.2701009213924408","0.2701009213924408","0.2701009213924408","0.1212158203125","0.1212158203125","0.1212158203125","1.3190104961395264","1.3190104961395264","1.3190104961395264","0.4295247495174408","0.4295247495174408","0.4295247495174408"
"9006","1.82666015625","1.82666015625","1.82666015625","0.2687174677848816","0.2687174677848816","0.2687174677848816","0.1212158203125","0.1212158203125","0.1212158203125","1.3157958984375","1.3157958984375","1.3157958984375","0.4282633662223816","0.4282633662223816","0.4282633662223816"
"9007","1.8260905742645264","1.8260905742645264","1.8260905742645264","0.2673746943473816","0.2673746943473816","0.2673746943473816","0.1202799528837204","0.1202799528837204","0.1202799528837204","1.3169759511947632","1.3169759511947632","1.3169759511947632","0.4289957880973816","0.4289957880973816","0.4289957880973816"
"9008","","","","0.2662760615348816","0.2662760615348816","0.2662760615348816","","","","1.3224691152572632","1.3224691152572632","1.3224691152572632","0.431396484375","0.431396484375","0.431396484375"
"9009","","","","0.2627767026424408","0.2627767026424408","0.2627767026424408","0.120849609375","0.120849609375","0.120849609375","1.3249919414520264","1.3249919414520264","1.3249919414520264","","",""
"9010","","","","0.26025390625","0.26025390625","0.26025390625","0.1217447966337204","0.1217447966337204","0.1217447966337204","1.3240966796875","1.3240966796875","1.3240966796875","0.4274088740348816","0.4274088740348816","0.4274088740348816"
"9011","","","","0.2652587890625","0.2652587890625","0.2652587890625","0.1217041015625","0.1217041015625","0.1217041015625","","","","0.4232177734375","0.4232177734375","0.4232177734375"
"9012","1.8194580078125","1.8194580078125","1.8194580078125","","","","0.1209309920668602","0.1209309920668602","0.1209309920668602","","","","","",""
"9013","","","","0.267578125","0.267578125","0.267578125","0.1217041015625","0.1217041015625","0.1217041015625","1.3193767070770264","1.3193767070770264","1.3193767070770264","0.4210205078125","0.4210205078125","0.4210205078125"
"9014","","","","0.2649739682674408","0.2649739682674408","0.2649739682674408","0.1223958358168602","0.1223958358168602","0.1223958358168602","1.3155111074447632","1.3155111074447632","1.3155111074447632","0.4175211787223816","0.4175211787223816","0.4175211787223816"
"9015","1.81689453125","1.81689453125","1.81689453125","0.2649739682674408","0.2649739682674408","0.2649739682674408","","","","1.3177083730697632","1.3177083730697632","1.3177083730697632","0.4210205078125","0.4210205078125","0.4210205078125"
"9016","1.8144124746322632","1.8144124746322632","1.8144124746322632","","","","0.1206868514418602","0.1206868514418602","0.1206868514418602","1.3106282949447632","1.3106282949447632","1.3106282949447632","0.4203287959098816","0.4203287959098816","0.4203287959098816"
"9017","1.8145751953125","1.8145751953125","1.8145751953125","0.264404296875","0.264404296875","0.264404296875","0.1206461638212204","0.1206461638212204","0.1206461638212204","","","","","",""
"9018","1.8201904296875","1.8201904296875","1.8201904296875","","","","0.1211751326918602","0.1211751326918602","0.1211751326918602","1.3145751953125","1.3145751953125","1.3145751953125","","",""
"9019","1.8231608867645264","1.8231608867645264","1.8231608867645264","0.2547607421875","0.2547607421875","0.2547607421875","0.1212158203125","0.1212158203125","0.1212158203125","1.3133138418197632","1.3133138418197632","1.3133138418197632","0.4208984375","0.4208984375","0.4208984375"
"9020","","","","","","","0.1221110075712204","0.1221110075712204","0.1221110075712204","","","","","",""
"9021","1.823974609375","1.823974609375","1.823974609375","0.2588297724723816","0.2588297724723816","0.2588297724723816","","","","","","","0.4171142578125","0.4171142578125","0.4171142578125"
"9022","1.81982421875","1.81982421875","1.81982421875","0.2624918818473816","0.2624918818473816","0.2624918818473816","0.1199137419462204","0.1199137419462204","0.1199137419462204","","","","0.4159749448299408","0.4159749448299408","0.4159749448299408"
"9023","1.821533203125","1.821533203125","1.821533203125","0.2659505307674408","0.2659505307674408","0.2659505307674408","0.1187337264418602","0.1187337264418602","0.1187337264418602","","","","","",""
"9024","1.8190104961395264","1.8190104961395264","1.8190104961395264","0.2650553584098816","0.2650553584098816","0.2650553584098816","0.1199951171875","0.1199951171875","0.1199951171875","","","","","",""
