"Step","00_ablation_policy_64_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h39m58s - successes/time","00_ablation_policy_64_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h39m58s - successes/time__MIN","00_ablation_policy_64_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h39m58s - successes/time__MAX","00_ablation_policy_64_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h38m57s - successes/time","00_ablation_policy_64_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h38m57s - successes/time__MIN","00_ablation_policy_64_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h38m57s - successes/time__MAX","00_ablation_policy_64_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h37m47s - successes/time","00_ablation_policy_64_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h37m47s - successes/time__MIN","00_ablation_policy_64_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h37m47s - successes/time__MAX","00_ablation_policy_64_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h36m21s - successes/time","00_ablation_policy_64_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h36m21s - successes/time__MIN","00_ablation_policy_64_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h36m21s - successes/time__MAX","00_ablation_policy_64_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h34m08s - successes/time","00_ablation_policy_64_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h34m08s - successes/time__MIN","00_ablation_policy_64_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h34m08s - successes/time__MAX"
"5429","14.755208969116211","14.755208969116211","14.755208969116211","","","","7.575520992279053","7.575520992279053","7.575520992279053","","","","18.744792938232422","18.744792938232422","18.744792938232422"
"5430","14.713541984558105","14.713541984558105","14.713541984558105","","","","7.625","7.625","7.625","","","","","",""
"5431","","","","19.453125","19.453125","19.453125","7.700520992279053","7.700520992279053","7.700520992279053","15.5625","15.5625","15.5625","","",""
"5432","15.015625","15.015625","15.015625","19.40364646911621","19.40364646911621","19.40364646911621","7.8619794845581055","7.8619794845581055","7.8619794845581055","15.479166984558105","15.479166984558105","15.479166984558105","18.854167938232422","18.854167938232422","18.854167938232422"
"5433","15.1015625","15.1015625","15.1015625","","","","7.856770992279053","7.856770992279053","7.856770992279053","15.502604484558105","15.502604484558105","15.502604484558105","","",""
"5434","15.096354484558105","15.096354484558105","15.096354484558105","19.37239646911621","19.37239646911621","19.37239646911621","7.8046875","7.8046875","7.8046875","15.3984375","15.3984375","15.3984375","18.63802146911621","18.63802146911621","18.63802146911621"
"5435","15.0859375","15.0859375","15.0859375","19.34895896911621","19.34895896911621","19.34895896911621","7.8151044845581055","7.8151044845581055","7.8151044845581055","15.388021469116211","15.388021469116211","15.388021469116211","18.66927146911621","18.66927146911621","18.66927146911621"
"5436","15.359375","15.359375","15.359375","19.276042938232422","19.276042938232422","19.276042938232422","","","","15.361979484558105","15.361979484558105","15.361979484558105","","",""
"5437","15.458333969116211","15.458333969116211","15.458333969116211","","","","7.700520992279053","7.700520992279053","7.700520992279053","","","","18.68489646911621","18.68489646911621","18.68489646911621"
"5438","","","","","","","7.708333492279053","7.708333492279053","7.708333492279053","15.4296875","15.4296875","15.4296875","","",""
"5439","15.458333969116211","15.458333969116211","15.458333969116211","19.3046875","19.3046875","19.3046875","7.7109375","7.7109375","7.7109375","15.458333969116211","15.458333969116211","15.458333969116211","18.7109375","18.7109375","18.7109375"
"5440","15.596354484558105","15.596354484558105","15.596354484558105","19.30989646911621","19.30989646911621","19.30989646911621","7.809895992279053","7.809895992279053","7.809895992279053","","","","18.736980438232422","18.736980438232422","18.736980438232422"
"5441","15.557291984558105","15.557291984558105","15.557291984558105","19.4375","19.4375","19.4375","","","","15.4296875","15.4296875","15.4296875","18.807292938232422","18.807292938232422","18.807292938232422"
"5442","","","","19.33333396911621","19.33333396911621","19.33333396911621","7.7890625","7.7890625","7.7890625","15.442708969116211","15.442708969116211","15.442708969116211","","",""
"5443","15.549479484558105","15.549479484558105","15.549479484558105","19.369792938232422","19.369792938232422","19.369792938232422","7.7838544845581055","7.7838544845581055","7.7838544845581055","15.541666984558105","15.541666984558105","15.541666984558105","18.783855438232422","18.783855438232422","18.783855438232422"
"5444","","","","19.29427146911621","19.29427146911621","19.29427146911621","7.7291669845581055","7.7291669845581055","7.7291669845581055","15.505208969116211","15.505208969116211","15.505208969116211","18.79427146911621","18.79427146911621","18.79427146911621"
"5445","15.5","15.5","15.5","19.45833396911621","19.45833396911621","19.45833396911621","7.809895992279053","7.809895992279053","7.809895992279053","15.666666984558105","15.666666984558105","15.666666984558105","18.89583396911621","18.89583396911621","18.89583396911621"
"5446","","","","19.375","19.375","19.375","7.833333492279053","7.833333492279053","7.833333492279053","15.705729484558105","15.705729484558105","15.705729484558105","19.04427146911621","19.04427146911621","19.04427146911621"
"5447","","","","19.296875","19.296875","19.296875","7.515625","7.515625","7.515625","","","","19.143230438232422","19.143230438232422","19.143230438232422"
"5448","15.729166984558105","15.729166984558105","15.729166984558105","","","","","","","15.408854484558105","15.408854484558105","15.408854484558105","19.1171875","19.1171875","19.1171875"
"5449","15.734375","15.734375","15.734375","19.33333396911621","19.33333396911621","19.33333396911621","7.5859375","7.5859375","7.5859375","15.463541984558105","15.463541984558105","15.463541984558105","18.8828125","18.8828125","18.8828125"
"5450","","","","","","","","","","15.567708969116211","15.567708969116211","15.567708969116211","18.885417938232422","18.885417938232422","18.885417938232422"
"5451","15.671875","15.671875","15.671875","19.38802146911621","19.38802146911621","19.38802146911621","7.536458492279053","7.536458492279053","7.536458492279053","","","","18.68489646911621","18.68489646911621","18.68489646911621"
"5452","","","","19.479167938232422","19.479167938232422","19.479167938232422","","","","","","","18.296875","18.296875","18.296875"
"5453","15.494791984558105","15.494791984558105","15.494791984558105","","","","7.4635419845581055","7.4635419845581055","7.4635419845581055","","","","","",""
"5454","15.473958969116211","15.473958969116211","15.473958969116211","19.24739646911621","19.24739646911621","19.24739646911621","7.484375","7.484375","7.484375","15.580729484558105","15.580729484558105","15.580729484558105","18.4609375","18.4609375","18.4609375"
"5455","15.463541984558105","15.463541984558105","15.463541984558105","19.1328125","19.1328125","19.1328125","7.380208492279053","7.380208492279053","7.380208492279053","15.557291984558105","15.557291984558105","15.557291984558105","18.53125","18.53125","18.53125"
"5456","15.567708969116211","15.567708969116211","15.567708969116211","19.143230438232422","19.143230438232422","19.143230438232422","7.208333492279053","7.208333492279053","7.208333492279053","","","","","",""
"5457","15.65625","15.65625","15.65625","19.21875","19.21875","19.21875","7.203125","7.203125","7.203125","15.575521469116211","15.575521469116211","15.575521469116211","18.44270896911621","18.44270896911621","18.44270896911621"
"5458","","","","19.307292938232422","19.307292938232422","19.307292938232422","","","","15.6875","15.6875","15.6875","18.44270896911621","18.44270896911621","18.44270896911621"
"5459","15.411458969116211","15.411458969116211","15.411458969116211","19.45052146911621","19.45052146911621","19.45052146911621","7.145833492279053","7.145833492279053","7.145833492279053","15.6171875","15.6171875","15.6171875","18.666667938232422","18.666667938232422","18.666667938232422"
"5460","15.333333969116211","15.333333969116211","15.333333969116211","19.510417938232422","19.510417938232422","19.510417938232422","7.125","7.125","7.125","15.625","15.625","15.625","18.57552146911621","18.57552146911621","18.57552146911621"
"5461","","","","19.68489646911621","19.68489646911621","19.68489646911621","7.1588544845581055","7.1588544845581055","7.1588544845581055","15.643229484558105","15.643229484558105","15.643229484558105","","",""
"5462","","","","","","","7.3151044845581055","7.3151044845581055","7.3151044845581055","","","","18.74739646911621","18.74739646911621","18.74739646911621"
"5463","","","","19.752605438232422","19.752605438232422","19.752605438232422","7.270833492279053","7.270833492279053","7.270833492279053","15.783854484558105","15.783854484558105","15.783854484558105","18.768230438232422","18.768230438232422","18.768230438232422"
"5464","","","","19.76302146911621","19.76302146911621","19.76302146911621","7.200520992279053","7.200520992279053","7.200520992279053","15.776041984558105","15.776041984558105","15.776041984558105","18.66145896911621","18.66145896911621","18.66145896911621"
"5465","","","","","","","","","","15.8828125","15.8828125","15.8828125","18.68489646911621","18.68489646911621","18.68489646911621"
"5466","","","","19.690105438232422","19.690105438232422","19.690105438232422","7.2682294845581055","7.2682294845581055","7.2682294845581055","","","","18.596355438232422","18.596355438232422","18.596355438232422"
"5467","","","","","","","7.28125","7.28125","7.28125","15.916666984558105","15.916666984558105","15.916666984558105","","",""
"5468","14.96875","14.96875","14.96875","19.89583396911621","19.89583396911621","19.89583396911621","7.3307294845581055","7.3307294845581055","7.3307294845581055","15.953125","15.953125","15.953125","18.776042938232422","18.776042938232422","18.776042938232422"
"5469","","","","19.86458396911621","19.86458396911621","19.86458396911621","7.2916669845581055","7.2916669845581055","7.2916669845581055","","","","","",""
"5470","14.729166984558105","14.729166984558105","14.729166984558105","19.921875","19.921875","19.921875","","","","","","","18.828125","18.828125","18.828125"
"5471","14.895833969116211","14.895833969116211","14.895833969116211","20.03645896911621","20.03645896911621","20.03645896911621","7.4557294845581055","7.4557294845581055","7.4557294845581055","","","","18.830730438232422","18.830730438232422","18.830730438232422"
"5472","14.822916984558105","14.822916984558105","14.822916984558105","20.22395896911621","20.22395896911621","20.22395896911621","7.4921875","7.4921875","7.4921875","16.010417938232422","16.010417938232422","16.010417938232422","18.861980438232422","18.861980438232422","18.861980438232422"
"5473","","","","","","","7.403645992279053","7.403645992279053","7.403645992279053","16.0078125","16.0078125","16.0078125","18.93489646911621","18.93489646911621","18.93489646911621"
"5474","","","","","","","7.434895992279053","7.434895992279053","7.434895992279053","","","","19.0078125","19.0078125","19.0078125"
"5475","14.846354484558105","14.846354484558105","14.846354484558105","20.21614646911621","20.21614646911621","20.21614646911621","7.3541669845581055","7.3541669845581055","7.3541669845581055","","","","19.0703125","19.0703125","19.0703125"
"5476","14.8359375","14.8359375","14.8359375","20.268230438232422","20.268230438232422","20.268230438232422","7.4713544845581055","7.4713544845581055","7.4713544845581055","","","","18.96875","18.96875","18.96875"
"5477","14.752604484558105","14.752604484558105","14.752604484558105","","","","7.59375","7.59375","7.59375","16.041667938232422","16.041667938232422","16.041667938232422","19.1953125","19.1953125","19.1953125"
"5478","","","","20.36458396911621","20.36458396911621","20.36458396911621","7.6015625","7.6015625","7.6015625","16.015625","16.015625","16.015625","","",""
"5479","14.7890625","14.7890625","14.7890625","","","","7.684895992279053","7.684895992279053","7.684895992279053","","","","18.971355438232422","18.971355438232422","18.971355438232422"
"5480","14.802083969116211","14.802083969116211","14.802083969116211","20.44270896911621","20.44270896911621","20.44270896911621","","","","15.861979484558105","15.861979484558105","15.861979484558105","18.625","18.625","18.625"
"5481","14.802083969116211","14.802083969116211","14.802083969116211","20.510417938232422","20.510417938232422","20.510417938232422","7.7604169845581055","7.7604169845581055","7.7604169845581055","","","","18.6328125","18.6328125","18.6328125"
"5482","","","","20.38802146911621","20.38802146911621","20.38802146911621","7.763020992279053","7.763020992279053","7.763020992279053","15.856771469116211","15.856771469116211","15.856771469116211","18.66145896911621","18.66145896911621","18.66145896911621"
"5483","","","","20.38802146911621","20.38802146911621","20.38802146911621","7.755208492279053","7.755208492279053","7.755208492279053","15.9140625","15.9140625","15.9140625","","",""
"5484","","","","20.330730438232422","20.330730438232422","20.330730438232422","7.763020992279053","7.763020992279053","7.763020992279053","15.9140625","15.9140625","15.9140625","18.5625","18.5625","18.5625"
"5485","14.729166984558105","14.729166984558105","14.729166984558105","","","","7.763020992279053","7.763020992279053","7.763020992279053","","","","18.5625","18.5625","18.5625"
"5486","14.815104484558105","14.815104484558105","14.815104484558105","20.28645896911621","20.28645896911621","20.28645896911621","7.8385419845581055","7.8385419845581055","7.8385419845581055","15.916666984558105","15.916666984558105","15.916666984558105","","",""
"5487","14.809896469116211","14.809896469116211","14.809896469116211","","","","7.794270992279053","7.794270992279053","7.794270992279053","15.971354484558105","15.971354484558105","15.971354484558105","","",""
"5488","14.7578125","14.7578125","14.7578125","20.35677146911621","20.35677146911621","20.35677146911621","7.856770992279053","7.856770992279053","7.856770992279053","15.8203125","15.8203125","15.8203125","18.541667938232422","18.541667938232422","18.541667938232422"
"5489","","","","20.3828125","20.3828125","20.3828125","7.8541669845581055","7.8541669845581055","7.8541669845581055","15.765625","15.765625","15.765625","18.424480438232422","18.424480438232422","18.424480438232422"
"5490","","","","20.416667938232422","20.416667938232422","20.416667938232422","7.8671875","7.8671875","7.8671875","15.606771469116211","15.606771469116211","15.606771469116211","18.6875","18.6875","18.6875"
"5491","14.8515625","14.8515625","14.8515625","20.4453125","20.4453125","20.4453125","7.96875","7.96875","7.96875","15.575521469116211","15.575521469116211","15.575521469116211","18.78125","18.78125","18.78125"
"5492","14.880208969116211","14.880208969116211","14.880208969116211","20.463542938232422","20.463542938232422","20.463542938232422","7.966145992279053","7.966145992279053","7.966145992279053","","","","","",""
"5493","","","","20.518230438232422","20.518230438232422","20.518230438232422","7.78125","7.78125","7.78125","15.567708969116211","15.567708969116211","15.567708969116211","18.752605438232422","18.752605438232422","18.752605438232422"
"5494","14.723958969116211","14.723958969116211","14.723958969116211","20.190105438232422","20.190105438232422","20.190105438232422","7.7604169845581055","7.7604169845581055","7.7604169845581055","","","","18.736980438232422","18.736980438232422","18.736980438232422"
"5495","14.635416984558105","14.635416984558105","14.635416984558105","","","","7.7838544845581055","7.7838544845581055","7.7838544845581055","15.671875","15.671875","15.671875","","",""
"5496","","","","20.23958396911621","20.23958396911621","20.23958396911621","","","","15.666666984558105","15.666666984558105","15.666666984558105","","",""
"5497","","","","20.25","20.25","20.25","7.825520992279053","7.825520992279053","7.825520992279053","15.651041984558105","15.651041984558105","15.651041984558105","18.54427146911621","18.54427146911621","18.54427146911621"
"5498","","","","","","","7.8776044845581055","7.8776044845581055","7.8776044845581055","15.640625","15.640625","15.640625","18.63802146911621","18.63802146911621","18.63802146911621"
"5499","","","","20.104167938232422","20.104167938232422","20.104167938232422","","","","15.8125","15.8125","15.8125","18.619792938232422","18.619792938232422","18.619792938232422"
"5500","","","","","","","7.895833492279053","7.895833492279053","7.895833492279053","15.864583969116211","15.864583969116211","15.864583969116211","18.526042938232422","18.526042938232422","18.526042938232422"
"5501","15.161458969116211","15.161458969116211","15.161458969116211","20.046875","20.046875","20.046875","","","","15.981771469116211","15.981771469116211","15.981771469116211","18.330730438232422","18.330730438232422","18.330730438232422"
"5502","15.40625","15.40625","15.40625","20.049480438232422","20.049480438232422","20.049480438232422","","","","15.8828125","15.8828125","15.8828125","","",""
"5503","15.411458969116211","15.411458969116211","15.411458969116211","20.14583396911621","20.14583396911621","20.14583396911621","7.950520992279053","7.950520992279053","7.950520992279053","15.71875","15.71875","15.71875","","",""
"5504","","","","","","","7.96875","7.96875","7.96875","15.734375","15.734375","15.734375","18.296875","18.296875","18.296875"
"5505","15.520833969116211","15.520833969116211","15.520833969116211","20.27083396911621","20.27083396911621","20.27083396911621","7.9791669845581055","7.9791669845581055","7.9791669845581055","15.846354484558105","15.846354484558105","15.846354484558105","18.3515625","18.3515625","18.3515625"
"5506","15.5078125","15.5078125","15.5078125","20.291667938232422","20.291667938232422","20.291667938232422","7.9635419845581055","7.9635419845581055","7.9635419845581055","15.671875","15.671875","15.671875","18.4609375","18.4609375","18.4609375"
"5507","","","","20.22395896911621","20.22395896911621","20.22395896911621","7.9557294845581055","7.9557294845581055","7.9557294845581055","","","","18.651042938232422","18.651042938232422","18.651042938232422"
"5508","15.364583969116211","15.364583969116211","15.364583969116211","20.2265625","20.2265625","20.2265625","7.921875","7.921875","7.921875","15.739583969116211","15.739583969116211","15.739583969116211","","",""
"5509","15.546875","15.546875","15.546875","20.234375","20.234375","20.234375","7.9765625","7.9765625","7.9765625","15.78125","15.78125","15.78125","18.3125","18.3125","18.3125"
"5510","15.604166984558105","15.604166984558105","15.604166984558105","20.3515625","20.3515625","20.3515625","8.049479484558105","8.049479484558105","8.049479484558105","15.84375","15.84375","15.84375","","",""
"5511","15.6796875","15.6796875","15.6796875","20.40364646911621","20.40364646911621","20.40364646911621","","","","15.822916984558105","15.822916984558105","15.822916984558105","18.2578125","18.2578125","18.2578125"
"5512","15.6875","15.6875","15.6875","20.44270896911621","20.44270896911621","20.44270896911621","7.9947919845581055","7.9947919845581055","7.9947919845581055","15.783854484558105","15.783854484558105","15.783854484558105","18.276042938232422","18.276042938232422","18.276042938232422"
"5513","15.463541984558105","15.463541984558105","15.463541984558105","20.41927146911621","20.41927146911621","20.41927146911621","8","8","8","15.640625","15.640625","15.640625","18.229167938232422","18.229167938232422","18.229167938232422"
"5514","15.494791984558105","15.494791984558105","15.494791984558105","","","","","","","15.6640625","15.6640625","15.6640625","","",""
"5515","15.669271469116211","15.669271469116211","15.669271469116211","20.37239646911621","20.37239646911621","20.37239646911621","7.953125","7.953125","7.953125","15.671875","15.671875","15.671875","","",""
"5516","","","","","","","7.973958492279053","7.973958492279053","7.973958492279053","15.713541984558105","15.713541984558105","15.713541984558105","18.203125","18.203125","18.203125"
"5517","","","","20.28125","20.28125","20.28125","7.9609375","7.9609375","7.9609375","15.708333969116211","15.708333969116211","15.708333969116211","18.14583396911621","18.14583396911621","18.14583396911621"
"5518","16.07552146911621","16.07552146911621","16.07552146911621","20.234375","20.234375","20.234375","8.0390625","8.0390625","8.0390625","15.778646469116211","15.778646469116211","15.778646469116211","18.41145896911621","18.41145896911621","18.41145896911621"
"5519","15.9375","15.9375","15.9375","","","","8.0859375","8.0859375","8.0859375","15.846354484558105","15.846354484558105","15.846354484558105","18.54427146911621","18.54427146911621","18.54427146911621"
"5520","16.018230438232422","16.018230438232422","16.018230438232422","20.13802146911621","20.13802146911621","20.13802146911621","8.03125","8.03125","8.03125","15.8984375","15.8984375","15.8984375","18.377605438232422","18.377605438232422","18.377605438232422"
"5521","","","","20.109375","20.109375","20.109375","7.856770992279053","7.856770992279053","7.856770992279053","","","","18.408855438232422","18.408855438232422","18.408855438232422"
"5522","16.072917938232422","16.072917938232422","16.072917938232422","20.190105438232422","20.190105438232422","20.190105438232422","7.8619794845581055","7.8619794845581055","7.8619794845581055","15.90625","15.90625","15.90625","18.390625","18.390625","18.390625"
"5523","15.927083969116211","15.927083969116211","15.927083969116211","20.291667938232422","20.291667938232422","20.291667938232422","7.9088544845581055","7.9088544845581055","7.9088544845581055","15.684896469116211","15.684896469116211","15.684896469116211","18.41927146911621","18.41927146911621","18.41927146911621"
"5524","15.796875","15.796875","15.796875","20.23958396911621","20.23958396911621","20.23958396911621","","","","15.692708969116211","15.692708969116211","15.692708969116211","18.572917938232422","18.572917938232422","18.572917938232422"
"5525","15.713541984558105","15.713541984558105","15.713541984558105","","","","7.911458492279053","7.911458492279053","7.911458492279053","15.611979484558105","15.611979484558105","15.611979484558105","18.5390625","18.5390625","18.5390625"
"5526","15.635416984558105","15.635416984558105","15.635416984558105","20.1796875","20.1796875","20.1796875","8.106771469116211","8.106771469116211","8.106771469116211","","","","18.34895896911621","18.34895896911621","18.34895896911621"
"5527","15.6953125","15.6953125","15.6953125","20.171875","20.171875","20.171875","8.1015625","8.1015625","8.1015625","15.572916984558105","15.572916984558105","15.572916984558105","18.33333396911621","18.33333396911621","18.33333396911621"
"5528","","","","20.0625","20.0625","20.0625","8.263021469116211","8.263021469116211","8.263021469116211","","","","","",""
"5529","15.765625","15.765625","15.765625","","","","8.229166984558105","8.229166984558105","8.229166984558105","","","","","",""
"5530","","","","20.06770896911621","20.06770896911621","20.06770896911621","8.21875","8.21875","8.21875","15.4140625","15.4140625","15.4140625","18.328125","18.328125","18.328125"
"5531","15.763021469116211","15.763021469116211","15.763021469116211","19.94270896911621","19.94270896911621","19.94270896911621","","","","15.401041984558105","15.401041984558105","15.401041984558105","","",""
"5532","15.768229484558105","15.768229484558105","15.768229484558105","","","","","","","15.520833969116211","15.520833969116211","15.520833969116211","18.385417938232422","18.385417938232422","18.385417938232422"
"5533","15.825521469116211","15.825521469116211","15.825521469116211","19.963542938232422","19.963542938232422","19.963542938232422","8.106771469116211","8.106771469116211","8.106771469116211","15.213541984558105","15.213541984558105","15.213541984558105","18.3671875","18.3671875","18.3671875"
"5534","","","","20.072917938232422","20.072917938232422","20.072917938232422","8.096354484558105","8.096354484558105","8.096354484558105","","","","18.328125","18.328125","18.328125"
"5535","","","","","","","8.067708969116211","8.067708969116211","8.067708969116211","15.450521469116211","15.450521469116211","15.450521469116211","18.71875","18.71875","18.71875"
"5536","","","","","","","8.166666984558105","8.166666984558105","8.166666984558105","15.346354484558105","15.346354484558105","15.346354484558105","18.713542938232422","18.713542938232422","18.713542938232422"
"5537","","","","20.0546875","20.0546875","20.0546875","","","","15.4375","15.4375","15.4375","18.37239646911621","18.37239646911621","18.37239646911621"
"5538","15.885416984558105","15.885416984558105","15.885416984558105","20.1796875","20.1796875","20.1796875","","","","","","","","",""
"5539","","","","","","","8.083333969116211","8.083333969116211","8.083333969116211","15.653646469116211","15.653646469116211","15.653646469116211","18.260417938232422","18.260417938232422","18.260417938232422"
"5540","15.7265625","15.7265625","15.7265625","20.01302146911621","20.01302146911621","20.01302146911621","","","","15.776041984558105","15.776041984558105","15.776041984558105","","",""
"5541","15.619791984558105","15.619791984558105","15.619791984558105","19.8984375","19.8984375","19.8984375","","","","","","","18.526042938232422","18.526042938232422","18.526042938232422"
"5542","15.721354484558105","15.721354484558105","15.721354484558105","","","","8.169271469116211","8.169271469116211","8.169271469116211","","","","","",""
"5543","15.815104484558105","15.815104484558105","15.815104484558105","19.78645896911621","19.78645896911621","19.78645896911621","8.213541984558105","8.213541984558105","8.213541984558105","15.7890625","15.7890625","15.7890625","","",""
"5544","","","","19.68489646911621","19.68489646911621","19.68489646911621","8.192708969116211","8.192708969116211","8.192708969116211","15.765625","15.765625","15.765625","","",""
"5545","","","","","","","","","","15.890625","15.890625","15.890625","18.393230438232422","18.393230438232422","18.393230438232422"
"5546","16.02083396911621","16.02083396911621","16.02083396911621","","","","8.296875","8.296875","8.296875","","","","18.515625","18.515625","18.515625"
"5547","","","","19.734375","19.734375","19.734375","8.309896469116211","8.309896469116211","8.309896469116211","15.682291984558105","15.682291984558105","15.682291984558105","18.70833396911621","18.70833396911621","18.70833396911621"
"5548","","","","19.8046875","19.8046875","19.8046875","8.3515625","8.3515625","8.3515625","","","","18.64583396911621","18.64583396911621","18.64583396911621"
"5549","","","","19.736980438232422","19.736980438232422","19.736980438232422","8.348958969116211","8.348958969116211","8.348958969116211","15.6875","15.6875","15.6875","18.71614646911621","18.71614646911621","18.71614646911621"
"5550","16.10677146911621","16.10677146911621","16.10677146911621","19.6953125","19.6953125","19.6953125","8.268229484558105","8.268229484558105","8.268229484558105","15.700521469116211","15.700521469116211","15.700521469116211","18.690105438232422","18.690105438232422","18.690105438232422"
"5551","16.09375","16.09375","16.09375","19.77864646911621","19.77864646911621","19.77864646911621","8.2421875","8.2421875","8.2421875","","","","18.61458396911621","18.61458396911621","18.61458396911621"
"5552","16.0390625","16.0390625","16.0390625","19.66927146911621","19.66927146911621","19.66927146911621","8.1875","8.1875","8.1875","15.794271469116211","15.794271469116211","15.794271469116211","18.572917938232422","18.572917938232422","18.572917938232422"
"5553","","","","19.5859375","19.5859375","19.5859375","8.169271469116211","8.169271469116211","8.169271469116211","15.828125","15.828125","15.828125","","",""
"5554","15.986979484558105","15.986979484558105","15.986979484558105","19.36458396911621","19.36458396911621","19.36458396911621","","","","15.872396469116211","15.872396469116211","15.872396469116211","","",""
"5555","15.950521469116211","15.950521469116211","15.950521469116211","19.3125","19.3125","19.3125","8.169271469116211","8.169271469116211","8.169271469116211","16.080730438232422","16.080730438232422","16.080730438232422","18.7265625","18.7265625","18.7265625"
"5556","16.041667938232422","16.041667938232422","16.041667938232422","19.541667938232422","19.541667938232422","19.541667938232422","8.138021469116211","8.138021469116211","8.138021469116211","16.088542938232422","16.088542938232422","16.088542938232422","18.70052146911621","18.70052146911621","18.70052146911621"
"5557","","","","19.408855438232422","19.408855438232422","19.408855438232422","8.138021469116211","8.138021469116211","8.138021469116211","","","","","",""
"5558","16.1953125","16.1953125","16.1953125","19.299480438232422","19.299480438232422","19.299480438232422","","","","16.026042938232422","16.026042938232422","16.026042938232422","18.71614646911621","18.71614646911621","18.71614646911621"
"5559","16.135417938232422","16.135417938232422","16.135417938232422","","","","8.153646469116211","8.153646469116211","8.153646469116211","16.2578125","16.2578125","16.2578125","","",""
"5560","16.088542938232422","16.088542938232422","16.088542938232422","19.291667938232422","19.291667938232422","19.291667938232422","8.151041984558105","8.151041984558105","8.151041984558105","16.51302146911621","16.51302146911621","16.51302146911621","18.76302146911621","18.76302146911621","18.76302146911621"
"5561","16.13802146911621","16.13802146911621","16.13802146911621","19.260417938232422","19.260417938232422","19.260417938232422","8.088541984558105","8.088541984558105","8.088541984558105","16.588542938232422","16.588542938232422","16.588542938232422","18.734375","18.734375","18.734375"
"5562","","","","","","","8.270833969116211","8.270833969116211","8.270833969116211","16.45052146911621","16.45052146911621","16.45052146911621","18.56770896911621","18.56770896911621","18.56770896911621"
"5563","16.197917938232422","16.197917938232422","16.197917938232422","","","","","","","16.515625","16.515625","16.515625","18.565105438232422","18.565105438232422","18.565105438232422"
"5564","","","","19.13802146911621","19.13802146911621","19.13802146911621","8.380208969116211","8.380208969116211","8.380208969116211","16.46875","16.46875","16.46875","18.73958396911621","18.73958396911621","18.73958396911621"
"5565","16.143230438232422","16.143230438232422","16.143230438232422","19.1328125","19.1328125","19.1328125","8.4140625","8.4140625","8.4140625","16.32552146911621","16.32552146911621","16.32552146911621","18.62239646911621","18.62239646911621","18.62239646911621"
"5566","16.109375","16.109375","16.109375","19","19","19","8.427083969116211","8.427083969116211","8.427083969116211","","","","18.5703125","18.5703125","18.5703125"
"5567","16.104167938232422","16.104167938232422","16.104167938232422","18.984375","18.984375","18.984375","","","","","","","","",""
"5568","","","","18.98177146911621","18.98177146911621","18.98177146911621","8.432291984558105","8.432291984558105","8.432291984558105","16.2890625","16.2890625","16.2890625","18.71614646911621","18.71614646911621","18.71614646911621"
"5569","16.15625","16.15625","16.15625","","","","","","","","","","18.43489646911621","18.43489646911621","18.43489646911621"
"5570","16.06770896911621","16.06770896911621","16.06770896911621","19.03645896911621","19.03645896911621","19.03645896911621","8.416666984558105","8.416666984558105","8.416666984558105","","","","18.40364646911621","18.40364646911621","18.40364646911621"
"5571","16.07552146911621","16.07552146911621","16.07552146911621","18.99739646911621","18.99739646911621","18.99739646911621","8.4375","8.4375","8.4375","16.296875","16.296875","16.296875","18.38802146911621","18.38802146911621","18.38802146911621"
"5572","","","","","","","8.453125","8.453125","8.453125","","","","","",""
"5573","","","","19.015625","19.015625","19.015625","","","","","","","18.35677146911621","18.35677146911621","18.35677146911621"
"5574","","","","19.244792938232422","19.244792938232422","19.244792938232422","8.572916984558105","8.572916984558105","8.572916984558105","","","","","",""
"5575","","","","19.276042938232422","19.276042938232422","19.276042938232422","8.604166984558105","8.604166984558105","8.604166984558105","","","","","",""
"5576","","","","19.252605438232422","19.252605438232422","19.252605438232422","","","","","","","18.21875","18.21875","18.21875"
"5577","16.15364646911621","16.15364646911621","16.15364646911621","19.1328125","19.1328125","19.1328125","8.557291984558105","8.557291984558105","8.557291984558105","16.046875","16.046875","16.046875","18.1875","18.1875","18.1875"
"5578","16.252605438232422","16.252605438232422","16.252605438232422","","","","","","","15.9453125","15.9453125","15.9453125","18.41927146911621","18.41927146911621","18.41927146911621"
"5579","16.40364646911621","16.40364646911621","16.40364646911621","19.111980438232422","19.111980438232422","19.111980438232422","8.364583969116211","8.364583969116211","8.364583969116211","","","","18.44270896911621","18.44270896911621","18.44270896911621"
