"Step","00_ablation_policy_16_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h20m20s - successes/time","00_ablation_policy_16_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h20m20s - successes/time__MIN","00_ablation_policy_16_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h20m20s - successes/time__MAX","00_ablation_policy_16_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h16m51s - successes/time","00_ablation_policy_16_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h16m51s - successes/time__MIN","00_ablation_policy_16_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h16m51s - successes/time__MAX","00_ablation_policy_16_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h15m13s - successes/time","00_ablation_policy_16_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h15m13s - successes/time__MIN","00_ablation_policy_16_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h15m13s - successes/time__MAX","00_ablation_policy_16_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h14m14s - successes/time","00_ablation_policy_16_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h14m14s - successes/time__MIN","00_ablation_policy_16_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_21h14m14s - successes/time__MAX"
"12743","21.59505271911621","21.59505271911621","21.59505271911621","21.318359375","21.318359375","21.318359375","18.99934959411621","18.99934959411621","18.99934959411621","19.78645896911621","19.78645896911621","19.78645896911621"
"12744","21.671875","21.671875","21.671875","","","","19.05794334411621","19.05794334411621","19.05794334411621","19.763671875","19.763671875","19.763671875"
"12745","","","","21.29296875","21.29296875","21.29296875","19.15364646911621","19.15364646911621","19.15364646911621","","",""
"12746","21.531902313232422","21.531902313232422","21.531902313232422","21.33919334411621","21.33919334411621","21.33919334411621","19.224609375","19.224609375","19.224609375","19.8046875","19.8046875","19.8046875"
"12747","21.428386688232422","21.428386688232422","21.428386688232422","21.279949188232422","21.279949188232422","21.279949188232422","19.283855438232422","19.283855438232422","19.283855438232422","","",""
"12748","21.37109375","21.37109375","21.37109375","21.391277313232422","21.391277313232422","21.391277313232422","19.263671875","19.263671875","19.263671875","19.87434959411621","19.87434959411621","19.87434959411621"
"12749","21.36849021911621","21.36849021911621","21.36849021911621","","","","19.442058563232422","19.442058563232422","19.442058563232422","","",""
"12750","","","","","","","19.419921875","19.419921875","19.419921875","","",""
"12751","21.34375","21.34375","21.34375","21.498046875","21.498046875","21.498046875","19.31380271911621","19.31380271911621","19.31380271911621","","",""
"12752","21.232421875","21.232421875","21.232421875","21.54427146911621","21.54427146911621","21.54427146911621","19.296875","19.296875","19.296875","","",""
"12753","21.16796875","21.16796875","21.16796875","21.660808563232422","21.660808563232422","21.660808563232422","19.25130271911621","19.25130271911621","19.25130271911621","20.02474021911621","20.02474021911621","20.02474021911621"
"12754","","","","21.67317771911621","21.67317771911621","21.67317771911621","19.2421875","19.2421875","19.2421875","20.121746063232422","20.121746063232422","20.121746063232422"
"12755","21.15364646911621","21.15364646911621","21.15364646911621","21.61849021911621","21.61849021911621","21.61849021911621","19.2421875","19.2421875","19.2421875","20.13606834411621","20.13606834411621","20.13606834411621"
"12756","21.23763084411621","21.23763084411621","21.23763084411621","","","","19.293621063232422","19.293621063232422","19.293621063232422","20.12044334411621","20.12044334411621","20.12044334411621"
"12757","21.263671875","21.263671875","21.263671875","21.58984375","21.58984375","21.58984375","","","","20.01497459411621","20.01497459411621","20.01497459411621"
"12758","","","","21.629558563232422","21.629558563232422","21.629558563232422","19.340496063232422","19.340496063232422","19.340496063232422","","",""
"12759","","","","21.64778709411621","21.64778709411621","21.64778709411621","","","","20.060546875","20.060546875","20.060546875"
"12760","","","","21.67708396911621","21.67708396911621","21.67708396911621","19.40625","19.40625","19.40625","19.99739646911621","19.99739646911621","19.99739646911621"
"12761","","","","21.727214813232422","21.727214813232422","21.727214813232422","","","","19.86458396911621","19.86458396911621","19.86458396911621"
"12762","21.373046875","21.373046875","21.373046875","21.67578125","21.67578125","21.67578125","","","","19.860027313232422","19.860027313232422","19.860027313232422"
"12763","21.32421875","21.32421875","21.32421875","21.68880271911621","21.68880271911621","21.68880271911621","19.154296875","19.154296875","19.154296875","19.880859375","19.880859375","19.880859375"
"12764","","","","21.73177146911621","21.73177146911621","21.73177146911621","","","","19.869792938232422","19.869792938232422","19.869792938232422"
"12765","21.38606834411621","21.38606834411621","21.38606834411621","","","","19.330730438232422","19.330730438232422","19.330730438232422","19.807292938232422","19.807292938232422","19.807292938232422"
"12766","","","","","","","19.294921875","19.294921875","19.294921875","19.818359375","19.818359375","19.818359375"
"12767","","","","21.553386688232422","21.553386688232422","21.553386688232422","","","","","",""
"12768","21.25130271911621","21.25130271911621","21.25130271911621","21.570964813232422","21.570964813232422","21.570964813232422","19.154296875","19.154296875","19.154296875","19.853515625","19.853515625","19.853515625"
"12769","","","","21.569011688232422","21.569011688232422","21.569011688232422","","","","19.83333396911621","19.83333396911621","19.83333396911621"
"12770","","","","21.55078125","21.55078125","21.55078125","19.04036521911621","19.04036521911621","19.04036521911621","","",""
"12771","21.111980438232422","21.111980438232422","21.111980438232422","21.52734375","21.52734375","21.52734375","19.10481834411621","19.10481834411621","19.10481834411621","19.65559959411621","19.65559959411621","19.65559959411621"
"12772","21.23046875","21.23046875","21.23046875","21.508464813232422","21.508464813232422","21.508464813232422","19.149089813232422","19.149089813232422","19.149089813232422","19.55403709411621","19.55403709411621","19.55403709411621"
"12773","","","","21.517578125","21.517578125","21.517578125","","","","19.56640625","19.56640625","19.56640625"
"12774","21.182292938232422","21.182292938232422","21.182292938232422","","","","19.332683563232422","19.332683563232422","19.332683563232422","","",""
"12775","","","","21.55208396911621","21.55208396911621","21.55208396911621","","","","19.443359375","19.443359375","19.443359375"
"12776","21.14583396911621","21.14583396911621","21.14583396911621","21.651042938232422","21.651042938232422","21.651042938232422","19.408855438232422","19.408855438232422","19.408855438232422","19.418621063232422","19.418621063232422","19.418621063232422"
"12777","21.09114646911621","21.09114646911621","21.09114646911621","21.666667938232422","21.666667938232422","21.666667938232422","19.35091209411621","19.35091209411621","19.35091209411621","19.365886688232422","19.365886688232422","19.365886688232422"
"12778","","","","21.752605438232422","21.752605438232422","21.752605438232422","19.314453125","19.314453125","19.314453125","","",""
"12779","21.056640625","21.056640625","21.056640625","21.684246063232422","21.684246063232422","21.684246063232422","","","","19.33203125","19.33203125","19.33203125"
"12780","","","","21.57747459411621","21.57747459411621","21.57747459411621","","","","19.416015625","19.416015625","19.416015625"
"12781","20.94466209411621","20.94466209411621","20.94466209411621","21.567058563232422","21.567058563232422","21.567058563232422","19.146484375","19.146484375","19.146484375","","",""
"12782","20.936199188232422","20.936199188232422","20.936199188232422","21.509765625","21.509765625","21.509765625","19.130859375","19.130859375","19.130859375","19.428386688232422","19.428386688232422","19.428386688232422"
"12783","","","","21.549480438232422","21.549480438232422","21.549480438232422","19.115886688232422","19.115886688232422","19.115886688232422","19.458984375","19.458984375","19.458984375"
"12784","20.861328125","20.861328125","20.861328125","21.552734375","21.552734375","21.552734375","19.074871063232422","19.074871063232422","19.074871063232422","19.42122459411621","19.42122459411621","19.42122459411621"
"12785","20.77474021911621","20.77474021911621","20.77474021911621","","","","","","","","",""
"12786","20.78450584411621","20.78450584411621","20.78450584411621","21.565105438232422","21.565105438232422","21.565105438232422","19.03125","19.03125","19.03125","19.547527313232422","19.547527313232422","19.547527313232422"
"12787","","","","21.60091209411621","21.60091209411621","21.60091209411621","","","","19.567058563232422","19.567058563232422","19.567058563232422"
"12788","20.86458396911621","20.86458396911621","20.86458396911621","21.548828125","21.548828125","21.548828125","","","","19.703125","19.703125","19.703125"
"12789","20.80078125","20.80078125","20.80078125","21.50911521911621","21.50911521911621","21.50911521911621","18.953125","18.953125","18.953125","19.72005271911621","19.72005271911621","19.72005271911621"
"12790","20.80599021911621","20.80599021911621","20.80599021911621","21.436199188232422","21.436199188232422","21.436199188232422","","","","19.765625","19.765625","19.765625"
"12791","","","","21.50716209411621","21.50716209411621","21.50716209411621","18.988933563232422","18.988933563232422","18.988933563232422","19.77864646911621","19.77864646911621","19.77864646911621"
"12792","20.68684959411621","20.68684959411621","20.68684959411621","","","","19.012371063232422","19.012371063232422","19.012371063232422","19.756511688232422","19.756511688232422","19.756511688232422"
"12793","20.66341209411621","20.66341209411621","20.66341209411621","21.44466209411621","21.44466209411621","21.44466209411621","18.959636688232422","18.959636688232422","18.959636688232422","19.80794334411621","19.80794334411621","19.80794334411621"
"12794","20.72200584411621","20.72200584411621","20.72200584411621","21.375652313232422","21.375652313232422","21.375652313232422","18.973308563232422","18.973308563232422","18.973308563232422","19.795574188232422","19.795574188232422","19.795574188232422"
"12795","20.798828125","20.798828125","20.798828125","21.333984375","21.333984375","21.333984375","","","","","",""
"12796","20.852214813232422","20.852214813232422","20.852214813232422","21.158855438232422","21.158855438232422","21.158855438232422","","","","19.72005271911621","19.72005271911621","19.72005271911621"
"12797","20.91796875","20.91796875","20.91796875","21.225261688232422","21.225261688232422","21.225261688232422","","","","19.871746063232422","19.871746063232422","19.871746063232422"
"12798","20.931640625","20.931640625","20.931640625","21.294921875","21.294921875","21.294921875","18.92578125","18.92578125","18.92578125","","",""
"12799","20.89974021911621","20.89974021911621","20.89974021911621","21.332683563232422","21.332683563232422","21.332683563232422","18.87630271911621","18.87630271911621","18.87630271911621","19.81380271911621","19.81380271911621","19.81380271911621"
"12800","","","","21.35286521911621","21.35286521911621","21.35286521911621","","","","19.70442771911621","19.70442771911621","19.70442771911621"
"12801","20.846355438232422","20.846355438232422","20.846355438232422","21.369140625","21.369140625","21.369140625","","","","19.703125","19.703125","19.703125"
"12802","20.90234375","20.90234375","20.90234375","21.305339813232422","21.305339813232422","21.305339813232422","18.9921875","18.9921875","18.9921875","19.638671875","19.638671875","19.638671875"
"12803","20.90755271911621","20.90755271911621","20.90755271911621","21.33333396911621","21.33333396911621","21.33333396911621","19.01888084411621","19.01888084411621","19.01888084411621","","",""
"12804","20.91145896911621","20.91145896911621","20.91145896911621","21.31966209411621","21.31966209411621","21.31966209411621","19.109375","19.109375","19.109375","","",""
"12805","20.924480438232422","20.924480438232422","20.924480438232422","21.21614646911621","21.21614646911621","21.21614646911621","19.162109375","19.162109375","19.162109375","","",""
"12806","","","","21.1640625","21.1640625","21.1640625","","","","19.7421875","19.7421875","19.7421875"
"12807","","","","21.080078125","21.080078125","21.080078125","19.29817771911621","19.29817771911621","19.29817771911621","","",""
"12808","20.830078125","20.830078125","20.830078125","21.09114646911621","21.09114646911621","21.09114646911621","19.322265625","19.322265625","19.322265625","19.68684959411621","19.68684959411621","19.68684959411621"
"12809","20.78645896911621","20.78645896911621","20.78645896911621","21.07942771911621","21.07942771911621","21.07942771911621","19.369140625","19.369140625","19.369140625","","",""
"12810","20.695964813232422","20.695964813232422","20.695964813232422","21.039714813232422","21.039714813232422","21.039714813232422","19.32942771911621","19.32942771911621","19.32942771911621","19.78645896911621","19.78645896911621","19.78645896911621"
"12811","","","","21.000652313232422","21.000652313232422","21.000652313232422","19.33919334411621","19.33919334411621","19.33919334411621","19.6328125","19.6328125","19.6328125"
"12812","","","","21.0703125","21.0703125","21.0703125","19.3125","19.3125","19.3125","","",""
"12813","20.703777313232422","20.703777313232422","20.703777313232422","","","","19.40950584411621","19.40950584411621","19.40950584411621","19.59375","19.59375","19.59375"
"12814","20.72981834411621","20.72981834411621","20.72981834411621","","","","","","","19.65625","19.65625","19.65625"
"12815","","","","21.087890625","21.087890625","21.087890625","","","","19.69856834411621","19.69856834411621","19.69856834411621"
"12816","","","","21.09765625","21.09765625","21.09765625","19.345703125","19.345703125","19.345703125","19.727214813232422","19.727214813232422","19.727214813232422"
"12817","20.789714813232422","20.789714813232422","20.789714813232422","21.100261688232422","21.100261688232422","21.100261688232422","","","","19.783855438232422","19.783855438232422","19.783855438232422"
"12818","","","","","","","","","","19.80078125","19.80078125","19.80078125"
"12819","","","","21.14388084411621","21.14388084411621","21.14388084411621","19.384765625","19.384765625","19.384765625","19.68880271911621","19.68880271911621","19.68880271911621"
"12820","","","","21.119792938232422","21.119792938232422","21.119792938232422","19.396484375","19.396484375","19.396484375","","",""
"12821","20.871746063232422","20.871746063232422","20.871746063232422","21.13020896911621","21.13020896911621","21.13020896911621","","","","19.638671875","19.638671875","19.638671875"
"12822","","","","","","","19.52864646911621","19.52864646911621","19.52864646911621","19.67122459411621","19.67122459411621","19.67122459411621"
"12823","20.921875","20.921875","20.921875","21.08333396911621","21.08333396911621","21.08333396911621","19.49349021911621","19.49349021911621","19.49349021911621","19.71614646911621","19.71614646911621","19.71614646911621"
"12824","","","","21.1328125","21.1328125","21.1328125","19.47265625","19.47265625","19.47265625","19.713542938232422","19.713542938232422","19.713542938232422"
"12825","20.899089813232422","20.899089813232422","20.899089813232422","","","","","","","19.755859375","19.755859375","19.755859375"
"12826","20.890625","20.890625","20.890625","21.087890625","21.087890625","21.087890625","19.458984375","19.458984375","19.458984375","19.81575584411621","19.81575584411621","19.81575584411621"
"12827","20.87825584411621","20.87825584411621","20.87825584411621","21.06966209411621","21.06966209411621","21.06966209411621","19.449871063232422","19.449871063232422","19.449871063232422","19.787109375","19.787109375","19.787109375"
"12828","","","","20.99739646911621","20.99739646911621","20.99739646911621","19.39583396911621","19.39583396911621","19.39583396911621","19.69921875","19.69921875","19.69921875"
"12829","20.87239646911621","20.87239646911621","20.87239646911621","20.99934959411621","20.99934959411621","20.99934959411621","","","","19.7421875","19.7421875","19.7421875"
"12830","","","","20.98958396911621","20.98958396911621","20.98958396911621","19.34114646911621","19.34114646911621","19.34114646911621","19.89583396911621","19.89583396911621","19.89583396911621"
"12831","21.013671875","21.013671875","21.013671875","21.047527313232422","21.047527313232422","21.047527313232422","19.289714813232422","19.289714813232422","19.289714813232422","","",""
"12832","21.05403709411621","21.05403709411621","21.05403709411621","","","","19.344402313232422","19.344402313232422","19.344402313232422","19.877605438232422","19.877605438232422","19.877605438232422"
"12833","21.098308563232422","21.098308563232422","21.098308563232422","21.22395896911621","21.22395896911621","21.22395896911621","19.34765625","19.34765625","19.34765625","19.8828125","19.8828125","19.8828125"
"12834","","","","21.31575584411621","21.31575584411621","21.31575584411621","19.307292938232422","19.307292938232422","19.307292938232422","19.87825584411621","19.87825584411621","19.87825584411621"
"12835","21.189453125","21.189453125","21.189453125","21.318359375","21.318359375","21.318359375","19.38802146911621","19.38802146911621","19.38802146911621","19.885417938232422","19.885417938232422","19.885417938232422"
"12836","","","","21.20638084411621","21.20638084411621","21.20638084411621","19.28515625","19.28515625","19.28515625","19.91145896911621","19.91145896911621","19.91145896911621"
"12837","21.216796875","21.216796875","21.216796875","21.14974021911621","21.14974021911621","21.14974021911621","19.291015625","19.291015625","19.291015625","19.94140625","19.94140625","19.94140625"
"12838","21.211589813232422","21.211589813232422","21.211589813232422","21.07747459411621","21.07747459411621","21.07747459411621","19.27734375","19.27734375","19.27734375","19.9609375","19.9609375","19.9609375"
"12839","","","","","","","19.287761688232422","19.287761688232422","19.287761688232422","19.93489646911621","19.93489646911621","19.93489646911621"
"12840","21.377605438232422","21.377605438232422","21.377605438232422","21.094402313232422","21.094402313232422","21.094402313232422","19.23828125","19.23828125","19.23828125","19.951171875","19.951171875","19.951171875"
"12841","21.41536521911621","21.41536521911621","21.41536521911621","21.029296875","21.029296875","21.029296875","19.215496063232422","19.215496063232422","19.215496063232422","19.958984375","19.958984375","19.958984375"
"12842","21.395183563232422","21.395183563232422","21.395183563232422","20.99739646911621","20.99739646911621","20.99739646911621","","","","19.951824188232422","19.951824188232422","19.951824188232422"
"12843","21.404949188232422","21.404949188232422","21.404949188232422","20.881511688232422","20.881511688232422","20.881511688232422","19.162109375","19.162109375","19.162109375","19.944011688232422","19.944011688232422","19.944011688232422"
"12844","21.44075584411621","21.44075584411621","21.44075584411621","20.92578125","20.92578125","20.92578125","","","","19.97265625","19.97265625","19.97265625"
"12845","","","","","","","19.18099021911621","19.18099021911621","19.18099021911621","20.04817771911621","20.04817771911621","20.04817771911621"
"12846","21.471355438232422","21.471355438232422","21.471355438232422","20.83333396911621","20.83333396911621","20.83333396911621","19.16536521911621","19.16536521911621","19.16536521911621","19.93489646911621","19.93489646911621","19.93489646911621"
"12847","21.385417938232422","21.385417938232422","21.385417938232422","20.80599021911621","20.80599021911621","20.80599021911621","19.21875","19.21875","19.21875","19.947265625","19.947265625","19.947265625"
"12848","21.37890625","21.37890625","21.37890625","","","","19.251953125","19.251953125","19.251953125","19.94466209411621","19.94466209411621","19.94466209411621"
"12849","","","","20.900390625","20.900390625","20.900390625","19.138671875","19.138671875","19.138671875","19.9296875","19.9296875","19.9296875"
"12850","","","","20.87434959411621","20.87434959411621","20.87434959411621","19.22981834411621","19.22981834411621","19.22981834411621","19.893230438232422","19.893230438232422","19.893230438232422"
"12851","21.37434959411621","21.37434959411621","21.37434959411621","20.919921875","20.919921875","20.919921875","","","","19.89974021911621","19.89974021911621","19.89974021911621"
"12852","","","","","","","19.314453125","19.314453125","19.314453125","19.83919334411621","19.83919334411621","19.83919334411621"
"12853","","","","","","","","","","19.863933563232422","19.863933563232422","19.863933563232422"
"12854","21.291015625","21.291015625","21.291015625","20.9140625","20.9140625","20.9140625","","","","","",""
"12855","","","","","","","19.485027313232422","19.485027313232422","19.485027313232422","19.82356834411621","19.82356834411621","19.82356834411621"
"12856","","","","20.91015625","20.91015625","20.91015625","","","","","",""
"12857","21.28515625","21.28515625","21.28515625","","","","","","","19.76953125","19.76953125","19.76953125"
"12858","","","","20.9609375","20.9609375","20.9609375","19.484375","19.484375","19.484375","19.671875","19.671875","19.671875"
"12859","21.3125","21.3125","21.3125","20.99153709411621","20.99153709411621","20.99153709411621","","","","19.631511688232422","19.631511688232422","19.631511688232422"
"12860","","","","20.94140625","20.94140625","20.94140625","","","","","",""
"12861","21.42578125","21.42578125","21.42578125","20.947265625","20.947265625","20.947265625","","","","","",""
"12862","21.44075584411621","21.44075584411621","21.44075584411621","20.890625","20.890625","20.890625","","","","","",""
"12863","","","","20.910808563232422","20.910808563232422","20.910808563232422","19.518230438232422","19.518230438232422","19.518230438232422","19.80859375","19.80859375","19.80859375"
"12864","21.381511688232422","21.381511688232422","21.381511688232422","20.94075584411621","20.94075584411621","20.94075584411621","","","","19.8515625","19.8515625","19.8515625"
"12865","","","","","","","","","","19.846355438232422","19.846355438232422","19.846355438232422"
"12867","21.625","21.625","21.625","21.00390625","21.00390625","21.00390625","","","","20.03515625","20.03515625","20.03515625"
"12868","","","","","","","19.537761688232422","19.537761688232422","19.537761688232422","19.99934959411621","19.99934959411621","19.99934959411621"
"12869","21.70638084411621","21.70638084411621","21.70638084411621","21.134765625","21.134765625","21.134765625","19.485027313232422","19.485027313232422","19.485027313232422","19.951171875","19.951171875","19.951171875"
"12870","21.7578125","21.7578125","21.7578125","21.111328125","21.111328125","21.111328125","","","","19.93294334411621","19.93294334411621","19.93294334411621"
"12871","21.76888084411621","21.76888084411621","21.76888084411621","21.12825584411621","21.12825584411621","21.12825584411621","19.53645896911621","19.53645896911621","19.53645896911621","19.97981834411621","19.97981834411621","19.97981834411621"
"12872","","","","","","","19.55989646911621","19.55989646911621","19.55989646911621","20.044921875","20.044921875","20.044921875"
"12873","21.803386688232422","21.803386688232422","21.803386688232422","21.236328125","21.236328125","21.236328125","","","","20.05208396911621","20.05208396911621","20.05208396911621"
"12874","21.826824188232422","21.826824188232422","21.826824188232422","21.307292938232422","21.307292938232422","21.307292938232422","19.395183563232422","19.395183563232422","19.395183563232422","","",""
"12875","21.906902313232422","21.906902313232422","21.906902313232422","21.251953125","21.251953125","21.251953125","19.404949188232422","19.404949188232422","19.404949188232422","","",""
"12876","21.895183563232422","21.895183563232422","21.895183563232422","21.3046875","21.3046875","21.3046875","19.41145896911621","19.41145896911621","19.41145896911621","20.091796875","20.091796875","20.091796875"
"12877","","","","21.376953125","21.376953125","21.376953125","19.428386688232422","19.428386688232422","19.428386688232422","20.13802146911621","20.13802146911621","20.13802146911621"
"12878","21.95703125","21.95703125","21.95703125","","","","19.455730438232422","19.455730438232422","19.455730438232422","20.095703125","20.095703125","20.095703125"
"12879","22.018230438232422","22.018230438232422","22.018230438232422","21.524089813232422","21.524089813232422","21.524089813232422","19.373699188232422","19.373699188232422","19.373699188232422","20.05208396911621","20.05208396911621","20.05208396911621"
"12880","21.96875","21.96875","21.96875","","","","19.334636688232422","19.334636688232422","19.334636688232422","20.055339813232422","20.055339813232422","20.055339813232422"
"12881","","","","21.529296875","21.529296875","21.529296875","19.43359375","19.43359375","19.43359375","19.97005271911621","19.97005271911621","19.97005271911621"
"12882","21.94466209411621","21.94466209411621","21.94466209411621","","","","19.40169334411621","19.40169334411621","19.40169334411621","19.87434959411621","19.87434959411621","19.87434959411621"
"12883","21.95703125","21.95703125","21.95703125","21.506511688232422","21.506511688232422","21.506511688232422","19.3984375","19.3984375","19.3984375","19.83724021911621","19.83724021911621","19.83724021911621"
"12884","","","","21.58138084411621","21.58138084411621","21.58138084411621","","","","19.865234375","19.865234375","19.865234375"
"12885","","","","21.512371063232422","21.512371063232422","21.512371063232422","","","","19.94270896911621","19.94270896911621","19.94270896911621"
"12886","21.930339813232422","21.930339813232422","21.930339813232422","21.47591209411621","21.47591209411621","21.47591209411621","19.509765625","19.509765625","19.509765625","19.97591209411621","19.97591209411621","19.97591209411621"
"12887","21.863933563232422","21.863933563232422","21.863933563232422","21.44856834411621","21.44856834411621","21.44856834411621","19.54231834411621","19.54231834411621","19.54231834411621","19.998046875","19.998046875","19.998046875"
"12888","","","","21.408855438232422","21.408855438232422","21.408855438232422","","","","19.98177146911621","19.98177146911621","19.98177146911621"
"12889","","","","21.463542938232422","21.463542938232422","21.463542938232422","19.65364646911621","19.65364646911621","19.65364646911621","19.922527313232422","19.922527313232422","19.922527313232422"
"12890","","","","21.51171875","21.51171875","21.51171875","","","","","",""
"12891","22.055339813232422","22.055339813232422","22.055339813232422","21.518230438232422","21.518230438232422","21.518230438232422","","","","","",""
"12892","22.05078125","22.05078125","22.05078125","21.62109375","21.62109375","21.62109375","19.569011688232422","19.569011688232422","19.569011688232422","","",""
"12893","","","","21.619140625","21.619140625","21.619140625","19.587890625","19.587890625","19.587890625","20.08528709411621","20.08528709411621","20.08528709411621"
"12894","22.07421875","22.07421875","22.07421875","21.580730438232422","21.580730438232422","21.580730438232422","","","","20.15559959411621","20.15559959411621","20.15559959411621"
"12895","22.22981834411621","22.22981834411621","22.22981834411621","","","","19.596355438232422","19.596355438232422","19.596355438232422","20.151042938232422","20.151042938232422","20.151042938232422"
"12896","22.28841209411621","22.28841209411621","22.28841209411621","21.65559959411621","21.65559959411621","21.65559959411621","19.621746063232422","19.621746063232422","19.621746063232422","20.228515625","20.228515625","20.228515625"
"12897","","","","21.72005271911621","21.72005271911621","21.72005271911621","19.611980438232422","19.611980438232422","19.611980438232422","20.22591209411621","20.22591209411621","20.22591209411621"
"12898","","","","","","","19.6953125","19.6953125","19.6953125","","",""
"12899","22.369140625","22.369140625","22.369140625","21.802734375","21.802734375","21.802734375","19.71419334411621","19.71419334411621","19.71419334411621","20.36849021911621","20.36849021911621","20.36849021911621"
"12900","22.414714813232422","22.414714813232422","22.414714813232422","21.78841209411621","21.78841209411621","21.78841209411621","19.746746063232422","19.746746063232422","19.746746063232422","","",""
"12901","22.338542938232422","22.338542938232422","22.338542938232422","21.828125","21.828125","21.828125","19.75130271911621","19.75130271911621","19.75130271911621","","",""
"12902","","","","21.880859375","21.880859375","21.880859375","19.755859375","19.755859375","19.755859375","20.41015625","20.41015625","20.41015625"
"12903","22.24544334411621","22.24544334411621","22.24544334411621","21.875","21.875","21.875","","","","20.490234375","20.490234375","20.490234375"
"12904","22.255859375","22.255859375","22.255859375","21.90950584411621","21.90950584411621","21.90950584411621","","","","20.47591209411621","20.47591209411621","20.47591209411621"
"12905","","","","21.819011688232422","21.819011688232422","21.819011688232422","19.867839813232422","19.867839813232422","19.867839813232422","","",""
"12906","22.305339813232422","22.305339813232422","22.305339813232422","21.72265625","21.72265625","21.72265625","19.89778709411621","19.89778709411621","19.89778709411621","","",""
"12907","","","","21.583984375","21.583984375","21.583984375","19.859375","19.859375","19.859375","20.57552146911621","20.57552146911621","20.57552146911621"
"12908","22.353515625","22.353515625","22.353515625","","","","19.84765625","19.84765625","19.84765625","20.504558563232422","20.504558563232422","20.504558563232422"
"12909","","","","21.58724021911621","21.58724021911621","21.58724021911621","","","","20.580730438232422","20.580730438232422","20.580730438232422"
"12910","22.376953125","22.376953125","22.376953125","21.69270896911621","21.69270896911621","21.69270896911621","19.865886688232422","19.865886688232422","19.865886688232422","20.642578125","20.642578125","20.642578125"
"12911","","","","21.63671875","21.63671875","21.63671875","19.846355438232422","19.846355438232422","19.846355438232422","20.69140625","20.69140625","20.69140625"
"12912","22.445964813232422","22.445964813232422","22.445964813232422","21.694011688232422","21.694011688232422","21.694011688232422","","","","","",""
"12913","22.348308563232422","22.348308563232422","22.348308563232422","","","","","","","20.731121063232422","20.731121063232422","20.731121063232422"
"12914","","","","21.63606834411621","21.63606834411621","21.63606834411621","19.902996063232422","19.902996063232422","19.902996063232422","20.791015625","20.791015625","20.791015625"
"12915","22.471355438232422","22.471355438232422","22.471355438232422","21.673828125","21.673828125","21.673828125","20.045574188232422","20.045574188232422","20.045574188232422","20.68684959411621","20.68684959411621","20.68684959411621"
"12916","22.426433563232422","22.426433563232422","22.426433563232422","21.701824188232422","21.701824188232422","21.701824188232422","20.07421875","20.07421875","20.07421875","","",""
"12917","","","","21.69856834411621","21.69856834411621","21.69856834411621","","","","20.67122459411621","20.67122459411621","20.67122459411621"
"12918","22.30078125","22.30078125","22.30078125","","","","20.05208396911621","20.05208396911621","20.05208396911621","20.635417938232422","20.635417938232422","20.635417938232422"
"12919","","","","21.62109375","21.62109375","21.62109375","20.03645896911621","20.03645896911621","20.03645896911621","20.591796875","20.591796875","20.591796875"
"12920","22.2421875","22.2421875","22.2421875","21.563152313232422","21.563152313232422","21.563152313232422","","","","","",""
"12921","22.255859375","22.255859375","22.255859375","21.586589813232422","21.586589813232422","21.586589813232422","19.990234375","19.990234375","19.990234375","20.580730438232422","20.580730438232422","20.580730438232422"
"12922","","","","21.582683563232422","21.582683563232422","21.582683563232422","19.998699188232422","19.998699188232422","19.998699188232422","","",""
"12923","22.34700584411621","22.34700584411621","22.34700584411621","21.51497459411621","21.51497459411621","21.51497459411621","","","","","",""
"12924","","","","21.62109375","21.62109375","21.62109375","20.2265625","20.2265625","20.2265625","20.599609375","20.599609375","20.599609375"
"12925","22.361980438232422","22.361980438232422","22.361980438232422","21.602214813232422","21.602214813232422","21.602214813232422","20.212890625","20.212890625","20.212890625","20.681640625","20.681640625","20.681640625"
"12926","22.337890625","22.337890625","22.337890625","21.6171875","21.6171875","21.6171875","20.094402313232422","20.094402313232422","20.094402313232422","","",""
"12927","","","","21.642578125","21.642578125","21.642578125","20.207683563232422","20.207683563232422","20.207683563232422","","",""
"12928","22.422527313232422","22.422527313232422","22.422527313232422","21.66927146911621","21.66927146911621","21.66927146911621","","","","","",""
"12929","22.47786521911621","22.47786521911621","22.47786521911621","","","","","","","","",""
"12930","22.461589813232422","22.461589813232422","22.461589813232422","","","","","","","20.81770896911621","20.81770896911621","20.81770896911621"
"12931","22.438152313232422","22.438152313232422","22.438152313232422","21.725261688232422","21.725261688232422","21.725261688232422","20.3359375","20.3359375","20.3359375","20.88216209411621","20.88216209411621","20.88216209411621"
"12932","22.350261688232422","22.350261688232422","22.350261688232422","21.67317771911621","21.67317771911621","21.67317771911621","","","","20.988933563232422","20.988933563232422","20.988933563232422"
