"Step","00_ablation_policy_8_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h52m00s - successes/time","00_ablation_policy_8_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h52m00s - successes/time__MIN","00_ablation_policy_8_6789_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h52m00s - successes/time__MAX","00_ablation_policy_8_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h49m35s - successes/time","00_ablation_policy_8_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h49m35s - successes/time__MIN","00_ablation_policy_8_98765_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h49m35s - successes/time__MAX","00_ablation_policy_8_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h45m00s - successes/time","00_ablation_policy_8_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h45m00s - successes/time__MIN","00_ablation_policy_8_2023_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h45m00s - successes/time__MAX","00_ablation_policy_8_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h43m47s - successes/time","00_ablation_policy_8_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h43m47s - successes/time__MIN","00_ablation_policy_8_12345_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h43m47s - successes/time__MAX","00_ablation_policy_8_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h42m26s - successes/time","00_ablation_policy_8_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h42m26s - successes/time__MIN","00_ablation_policy_8_42_24576envs_mixed_expl_learn_param_lf_1p_18_01_20h42m26s - successes/time__MAX"
"7022","7.906575679779053","7.906575679779053","7.906575679779053","2.8971354961395264","2.8971354961395264","2.8971354961395264","3.37890625","3.37890625","3.37890625","","","","2.8297526836395264","2.8297526836395264","2.8297526836395264"
"7023","7.9098310470581055","7.9098310470581055","7.9098310470581055","2.8912761211395264","2.8912761211395264","2.8912761211395264","3.3538413047790527","3.3538413047790527","3.3538413047790527","","","","","",""
"7024","7.9449872970581055","7.9449872970581055","7.9449872970581055","","","","3.3515625","3.3515625","3.3515625","2.4235026836395264","2.4235026836395264","2.4235026836395264","2.8219401836395264","2.8219401836395264","2.8219401836395264"
"7025","7.944661617279053","7.944661617279053","7.944661617279053","2.9029948711395264","2.9029948711395264","2.9029948711395264","","","","2.4375","2.4375","2.4375","","",""
"7026","7.9381513595581055","7.9381513595581055","7.9381513595581055","","","","3.3580729961395264","3.3580729961395264","3.3580729961395264","","","","","",""
"7027","7.973958492279053","7.973958492279053","7.973958492279053","2.8639323711395264","2.8639323711395264","2.8639323711395264","3.3603515625","3.3603515625","3.3603515625","","","","","",""
"7028","7.9371747970581055","7.9371747970581055","7.9371747970581055","","","","3.33203125","3.33203125","3.33203125","2.4794921875","2.4794921875","2.4794921875","2.8307292461395264","2.8307292461395264","2.8307292461395264"
"7029","7.9899091720581055","7.9899091720581055","7.9899091720581055","","","","","","","","","","2.8255209922790527","2.8255209922790527","2.8255209922790527"
"7030","8.018880844116211","8.018880844116211","8.018880844116211","2.8736979961395264","2.8736979961395264","2.8736979961395264","3.3206381797790527","3.3206381797790527","3.3206381797790527","2.5006511211395264","2.5006511211395264","2.5006511211395264","","",""
"7031","","","","","","","3.322265625","3.322265625","3.322265625","2.494140625","2.494140625","2.494140625","2.8186850547790527","2.8186850547790527","2.8186850547790527"
"7032","7.958333492279053","7.958333492279053","7.958333492279053","2.8863933086395264","2.8863933086395264","2.8863933086395264","3.31640625","3.31640625","3.31640625","","","","2.8473308086395264","2.8473308086395264","2.8473308086395264"
"7033","7.9420576095581055","7.9420576095581055","7.9420576095581055","2.8958334922790527","2.8958334922790527","2.8958334922790527","3.3274741172790527","3.3274741172790527","3.3274741172790527","","","","2.8841147422790527","2.8841147422790527","2.8841147422790527"
"7034","7.955078125","7.955078125","7.955078125","","","","3.341796875","3.341796875","3.341796875","2.4860026836395264","2.4860026836395264","2.4860026836395264","","",""
"7035","7.9322919845581055","7.9322919845581055","7.9322919845581055","2.8714194297790527","2.8714194297790527","2.8714194297790527","","","","2.5166015625","2.5166015625","2.5166015625","2.8863933086395264","2.8863933086395264","2.8863933086395264"
"7036","7.9391279220581055","7.9391279220581055","7.9391279220581055","2.8668620586395264","2.8668620586395264","2.8668620586395264","3.3424479961395264","3.3424479961395264","3.3424479961395264","2.529296875","2.529296875","2.529296875","","",""
"7037","7.96484375","7.96484375","7.96484375","2.8792319297790527","2.8792319297790527","2.8792319297790527","3.3642578125","3.3642578125","3.3642578125","","","","2.9020183086395264","2.9020183086395264","2.9020183086395264"
"7038","","","","","","","3.37109375","3.37109375","3.37109375","","","","","",""
"7039","7.9918622970581055","7.9918622970581055","7.9918622970581055","","","","","","","2.5296225547790527","2.5296225547790527","2.5296225547790527","2.9313151836395264","2.9313151836395264","2.9313151836395264"
"7040","8.001302719116211","8.001302719116211","8.001302719116211","","","","3.3701171875","3.3701171875","3.3701171875","2.5419921875","2.5419921875","2.5419921875","2.9182944297790527","2.9182944297790527","2.9182944297790527"
"7041","7.943359375","7.943359375","7.943359375","2.8756511211395264","2.8756511211395264","2.8756511211395264","3.3860678672790527","3.3860678672790527","3.3860678672790527","","","","2.9085288047790527","2.9085288047790527","2.9085288047790527"
"7042","7.8971357345581055","7.8971357345581055","7.8971357345581055","2.8684897422790527","2.8684897422790527","2.8684897422790527","3.3759765625","3.3759765625","3.3759765625","2.5455729961395264","2.5455729961395264","2.5455729961395264","","",""
"7043","7.897786617279053","7.897786617279053","7.897786617279053","2.90234375","2.90234375","2.90234375","3.3876953125","3.3876953125","3.3876953125","","","","","",""
"7044","7.904622554779053","7.904622554779053","7.904622554779053","2.8779296875","2.8779296875","2.8779296875","3.3763022422790527","3.3763022422790527","3.3763022422790527","","","","2.9251303672790527","2.9251303672790527","2.9251303672790527"
"7045","7.8922529220581055","7.8922529220581055","7.8922529220581055","2.8854167461395264","2.8854167461395264","2.8854167461395264","3.3831381797790527","3.3831381797790527","3.3831381797790527","2.5628256797790527","2.5628256797790527","2.5628256797790527","","",""
"7046","7.8544921875","7.8544921875","7.8544921875","2.8658854961395264","2.8658854961395264","2.8658854961395264","3.380859375","3.380859375","3.380859375","2.599609375","2.599609375","2.599609375","2.9287109375","2.9287109375","2.9287109375"
"7047","7.859375","7.859375","7.859375","","","","3.3639323711395264","3.3639323711395264","3.3639323711395264","2.619140625","2.619140625","2.619140625","","",""
"7048","7.837239742279053","7.837239742279053","7.837239742279053","","","","3.3636069297790527","3.3636069297790527","3.3636069297790527","2.615234375","2.615234375","2.615234375","2.9147136211395264","2.9147136211395264","2.9147136211395264"
"7049","7.84765625","7.84765625","7.84765625","2.8440756797790527","2.8440756797790527","2.8440756797790527","3.3616538047790527","3.3616538047790527","3.3616538047790527","2.6461589336395264","2.6461589336395264","2.6461589336395264","","",""
"7050","7.840169429779053","7.840169429779053","7.840169429779053","2.8352866172790527","2.8352866172790527","2.8352866172790527","3.3636069297790527","3.3636069297790527","3.3636069297790527","2.6539714336395264","2.6539714336395264","2.6539714336395264","2.8968100547790527","2.8968100547790527","2.8968100547790527"
"7051","7.905599117279053","7.905599117279053","7.905599117279053","","","","3.373046875","3.373046875","3.373046875","","","","2.8912761211395264","2.8912761211395264","2.8912761211395264"
"7052","7.9000654220581055","7.9000654220581055","7.9000654220581055","","","","3.3740234375","3.3740234375","3.3740234375","2.6481120586395264","2.6481120586395264","2.6481120586395264","2.9137370586395264","2.9137370586395264","2.9137370586395264"
"7053","7.8619794845581055","7.8619794845581055","7.8619794845581055","2.8430991172790527","2.8430991172790527","2.8430991172790527","3.3541667461395264","3.3541667461395264","3.3541667461395264","","","","2.9163413047790527","2.9163413047790527","2.9163413047790527"
"7054","","","","2.8681640625","2.8681640625","2.8681640625","3.3463542461395264","3.3463542461395264","3.3463542461395264","2.6402995586395264","2.6402995586395264","2.6402995586395264","","",""
"7055","7.9248046875","7.9248046875","7.9248046875","2.8684897422790527","2.8684897422790527","2.8684897422790527","","","","2.6761069297790527","2.6761069297790527","2.6761069297790527","2.9296875","2.9296875","2.9296875"
"7056","7.9208984375","7.9208984375","7.9208984375","2.8805339336395264","2.8805339336395264","2.8805339336395264","","","","2.70703125","2.70703125","2.70703125","2.916015625","2.916015625","2.916015625"
"7057","","","","","","","3.3274741172790527","3.3274741172790527","3.3274741172790527","2.7014975547790527","2.7014975547790527","2.7014975547790527","2.9176433086395264","2.9176433086395264","2.9176433086395264"
"7058","7.869140625","7.869140625","7.869140625","","","","","","","2.7037761211395264","2.7037761211395264","2.7037761211395264","2.9290366172790527","2.9290366172790527","2.9290366172790527"
"7059","7.8951826095581055","7.8951826095581055","7.8951826095581055","2.919921875","2.919921875","2.919921875","3.3212890625","3.3212890625","3.3212890625","","","","","",""
"7060","7.8844404220581055","7.8844404220581055","7.8844404220581055","2.9049479961395264","2.9049479961395264","2.9049479961395264","","","","","","","2.927734375","2.927734375","2.927734375"
"7061","","","","2.88671875","2.88671875","2.88671875","3.314453125","3.314453125","3.314453125","","","","2.94921875","2.94921875","2.94921875"
"7062","7.9235029220581055","7.9235029220581055","7.9235029220581055","2.8792319297790527","2.8792319297790527","2.8792319297790527","3.3040366172790527","3.3040366172790527","3.3040366172790527","2.6881511211395264","2.6881511211395264","2.6881511211395264","","",""
"7063","7.8629560470581055","7.8629560470581055","7.8629560470581055","2.9000651836395264","2.9000651836395264","2.9000651836395264","3.3310546875","3.3310546875","3.3310546875","2.6949870586395264","2.6949870586395264","2.6949870586395264","","",""
"7064","7.8649091720581055","7.8649091720581055","7.8649091720581055","","","","3.3284506797790527","3.3284506797790527","3.3284506797790527","2.6979167461395264","2.6979167461395264","2.6979167461395264","","",""
"7065","","","","","","","3.3671875","3.3671875","3.3671875","","","","2.8916015625","2.8916015625","2.8916015625"
"7066","7.8766279220581055","7.8766279220581055","7.8766279220581055","2.8782553672790527","2.8782553672790527","2.8782553672790527","3.3570964336395264","3.3570964336395264","3.3570964336395264","2.6839194297790527","2.6839194297790527","2.6839194297790527","2.8499350547790527","2.8499350547790527","2.8499350547790527"
"7067","7.8873701095581055","7.8873701095581055","7.8873701095581055","2.8759765625","2.8759765625","2.8759765625","","","","2.6806640625","2.6806640625","2.6806640625","","",""
"7068","7.857747554779053","7.857747554779053","7.857747554779053","2.8763022422790527","2.8763022422790527","2.8763022422790527","3.3427734375","3.3427734375","3.3427734375","2.6686198711395264","2.6686198711395264","2.6686198711395264","","",""
"7069","7.8720703125","7.8720703125","7.8720703125","2.9104819297790527","2.9104819297790527","2.9104819297790527","3.3502604961395264","3.3502604961395264","3.3502604961395264","2.6728515625","2.6728515625","2.6728515625","","",""
"7070","7.8444013595581055","7.8444013595581055","7.8444013595581055","2.9108073711395264","2.9108073711395264","2.9108073711395264","3.3515625","3.3515625","3.3515625","2.6848959922790527","2.6848959922790527","2.6848959922790527","2.8115234375","2.8115234375","2.8115234375"
"7071","7.787109375","7.787109375","7.787109375","","","","3.3460288047790527","3.3460288047790527","3.3460288047790527","2.6748046875","2.6748046875","2.6748046875","2.8033854961395264","2.8033854961395264","2.8033854961395264"
"7072","7.7545576095581055","7.7545576095581055","7.7545576095581055","2.931640625","2.931640625","2.931640625","","","","2.6728515625","2.6728515625","2.6728515625","","",""
"7073","7.779622554779053","7.779622554779053","7.779622554779053","2.9446616172790527","2.9446616172790527","2.9446616172790527","3.3404948711395264","3.3404948711395264","3.3404948711395264","","","","2.8740234375","2.8740234375","2.8740234375"
"7074","7.787435054779053","7.787435054779053","7.787435054779053","2.970703125","2.970703125","2.970703125","","","","2.6761069297790527","2.6761069297790527","2.6761069297790527","2.8746745586395264","2.8746745586395264","2.8746745586395264"
"7075","7.798177242279053","7.798177242279053","7.798177242279053","2.9811198711395264","2.9811198711395264","2.9811198711395264","3.3304038047790527","3.3304038047790527","3.3304038047790527","2.6979167461395264","2.6979167461395264","2.6979167461395264","2.8919272422790527","2.8919272422790527","2.8919272422790527"
"7076","","","","3.0045573711395264","3.0045573711395264","3.0045573711395264","","","","2.7122397422790527","2.7122397422790527","2.7122397422790527","","",""
"7077","7.8727216720581055","7.8727216720581055","7.8727216720581055","","","","","","","2.7239584922790527","2.7239584922790527","2.7239584922790527","2.8528647422790527","2.8528647422790527","2.8528647422790527"
"7078","","","","","","","3.3372397422790527","3.3372397422790527","3.3372397422790527","2.7389323711395264","2.7389323711395264","2.7389323711395264","2.8733725547790527","2.8733725547790527","2.8733725547790527"
"7079","7.888020992279053","7.888020992279053","7.888020992279053","3.0237631797790527","3.0237631797790527","3.0237631797790527","3.3121745586395264","3.3121745586395264","3.3121745586395264","2.7408854961395264","2.7408854961395264","2.7408854961395264","","",""
"7080","7.9189453125","7.9189453125","7.9189453125","3.0016276836395264","3.0016276836395264","3.0016276836395264","3.2919921875","3.2919921875","3.2919921875","2.7692058086395264","2.7692058086395264","2.7692058086395264","2.8561198711395264","2.8561198711395264","2.8561198711395264"
"7081","7.9541015625","7.9541015625","7.9541015625","","","","3.3053386211395264","3.3053386211395264","3.3053386211395264","","","","","",""
"7082","7.921224117279053","7.921224117279053","7.921224117279053","2.9847006797790527","2.9847006797790527","2.9847006797790527","3.3268229961395264","3.3268229961395264","3.3268229961395264","","","","","",""
"7083","7.9479169845581055","7.9479169845581055","7.9479169845581055","","","","","","","2.7975261211395264","2.7975261211395264","2.7975261211395264","2.7981772422790527","2.7981772422790527","2.7981772422790527"
"7084","","","","3.0172526836395264","3.0172526836395264","3.0172526836395264","3.3277995586395264","3.3277995586395264","3.3277995586395264","2.8518881797790527","2.8518881797790527","2.8518881797790527","2.8079428672790527","2.8079428672790527","2.8079428672790527"
"7085","7.91796875","7.91796875","7.91796875","2.98046875","2.98046875","2.98046875","3.3011069297790527","3.3011069297790527","3.3011069297790527","","","","2.82421875","2.82421875","2.82421875"
"7086","7.93359375","7.93359375","7.93359375","3.0162761211395264","3.0162761211395264","3.0162761211395264","3.2998046875","3.2998046875","3.2998046875","2.8590495586395264","2.8590495586395264","2.8590495586395264","2.80859375","2.80859375","2.80859375"
"7087","7.907552242279053","7.907552242279053","7.907552242279053","2.9951171875","2.9951171875","2.9951171875","","","","2.8645834922790527","2.8645834922790527","2.8645834922790527","2.7825522422790527","2.7825522422790527","2.7825522422790527"
"7088","7.937825679779053","7.937825679779053","7.937825679779053","","","","3.3212890625","3.3212890625","3.3212890625","2.8395183086395264","2.8395183086395264","2.8395183086395264","2.802734375","2.802734375","2.802734375"
"7089","7.9498701095581055","7.9498701095581055","7.9498701095581055","3.0065104961395264","3.0065104961395264","3.0065104961395264","3.3274741172790527","3.3274741172790527","3.3274741172790527","","","","","",""
"7090","7.9775390625","7.9775390625","7.9775390625","","","","3.3395183086395264","3.3395183086395264","3.3395183086395264","2.8229167461395264","2.8229167461395264","2.8229167461395264","","",""
"7091","7.9606122970581055","7.9606122970581055","7.9606122970581055","2.98046875","2.98046875","2.98046875","3.3102214336395264","3.3102214336395264","3.3102214336395264","","","","2.7724609375","2.7724609375","2.7724609375"
"7092","7.956380367279053","7.956380367279053","7.956380367279053","2.9749350547790527","2.9749350547790527","2.9749350547790527","3.2981772422790527","3.2981772422790527","3.2981772422790527","2.8111979961395264","2.8111979961395264","2.8111979961395264","2.7724609375","2.7724609375","2.7724609375"
"7093","8.019206047058105","8.019206047058105","8.019206047058105","2.998046875","2.998046875","2.998046875","3.3059897422790527","3.3059897422790527","3.3059897422790527","2.7998046875","2.7998046875","2.7998046875","","",""
"7094","8.040365219116211","8.040365219116211","8.040365219116211","2.9938151836395264","2.9938151836395264","2.9938151836395264","3.3121745586395264","3.3121745586395264","3.3121745586395264","2.7965495586395264","2.7965495586395264","2.7965495586395264","","",""
"7095","8.023763656616211","8.023763656616211","8.023763656616211","2.9990234375","2.9990234375","2.9990234375","3.30859375","3.30859375","3.30859375","","","","","",""
"7096","8.0048828125","8.0048828125","8.0048828125","3.005859375","3.005859375","3.005859375","3.3388671875","3.3388671875","3.3388671875","","","","2.8701171875","2.8701171875","2.8701171875"
"7097","7.958333492279053","7.958333492279053","7.958333492279053","","","","3.3636069297790527","3.3636069297790527","3.3636069297790527","2.8001303672790527","2.8001303672790527","2.8001303672790527","2.8662109375","2.8662109375","2.8662109375"
"7098","7.955403804779053","7.955403804779053","7.955403804779053","","","","","","","2.7981772422790527","2.7981772422790527","2.7981772422790527","2.8447265625","2.8447265625","2.8447265625"
"7099","7.982421875","7.982421875","7.982421875","","","","3.3639323711395264","3.3639323711395264","3.3639323711395264","2.8196616172790527","2.8196616172790527","2.8196616172790527","","",""
"7100","7.997395992279053","7.997395992279053","7.997395992279053","3.015625","3.015625","3.015625","","","","2.8255209922790527","2.8255209922790527","2.8255209922790527","2.8092448711395264","2.8092448711395264","2.8092448711395264"
"7101","7.997395992279053","7.997395992279053","7.997395992279053","","","","3.3385417461395264","3.3385417461395264","3.3385417461395264","","","","","",""
"7102","7.990560054779053","7.990560054779053","7.990560054779053","","","","","","","2.8499350547790527","2.8499350547790527","2.8499350547790527","2.8125","2.8125","2.8125"
"7103","7.95703125","7.95703125","7.95703125","3.0110678672790527","3.0110678672790527","3.0110678672790527","3.3567709922790527","3.3567709922790527","3.3567709922790527","","","","2.7985026836395264","2.7985026836395264","2.7985026836395264"
"7104","7.9293622970581055","7.9293622970581055","7.9293622970581055","","","","3.3492839336395264","3.3492839336395264","3.3492839336395264","2.845703125","2.845703125","2.845703125","2.8128256797790527","2.8128256797790527","2.8128256797790527"
"7105","7.9111328125","7.9111328125","7.9111328125","3.0139975547790527","3.0139975547790527","3.0139975547790527","3.3567709922790527","3.3567709922790527","3.3567709922790527","2.8779296875","2.8779296875","2.8779296875","","",""
"7106","7.8570966720581055","7.8570966720581055","7.8570966720581055","3.0494792461395264","3.0494792461395264","3.0494792461395264","3.3626303672790527","3.3626303672790527","3.3626303672790527","2.8759765625","2.8759765625","2.8759765625","","",""
"7107","7.8219404220581055","7.8219404220581055","7.8219404220581055","3.0540366172790527","3.0540366172790527","3.0540366172790527","3.365234375","3.365234375","3.365234375","","","","","",""
"7108","7.818359375","7.818359375","7.818359375","3.0511069297790527","3.0511069297790527","3.0511069297790527","3.3714194297790527","3.3714194297790527","3.3714194297790527","2.8447265625","2.8447265625","2.8447265625","2.8056640625","2.8056640625","2.8056640625"
"7109","7.84375","7.84375","7.84375","2.9899089336395264","2.9899089336395264","2.9899089336395264","","","","2.8483073711395264","2.8483073711395264","2.8483073711395264","","",""
"7110","7.8310546875","7.8310546875","7.8310546875","2.9615886211395264","2.9615886211395264","2.9615886211395264","3.3720703125","3.3720703125","3.3720703125","2.8111979961395264","2.8111979961395264","2.8111979961395264","2.7919921875","2.7919921875","2.7919921875"
"7111","7.8541669845581055","7.8541669845581055","7.8541669845581055","2.998046875","2.998046875","2.998046875","3.3811850547790527","3.3811850547790527","3.3811850547790527","","","","2.8193359375","2.8193359375","2.8193359375"
"7112","","","","","","","3.3688151836395264","3.3688151836395264","3.3688151836395264","2.8284506797790527","2.8284506797790527","2.8284506797790527","","",""
"7113","7.89453125","7.89453125","7.89453125","2.9798178672790527","2.9798178672790527","2.9798178672790527","3.3639323711395264","3.3639323711395264","3.3639323711395264","","","","","",""
"7114","7.8896484375","7.8896484375","7.8896484375","2.982421875","2.982421875","2.982421875","3.3662109375","3.3662109375","3.3662109375","2.8489584922790527","2.8489584922790527","2.8489584922790527","","",""
"7115","","","","3.0048828125","3.0048828125","3.0048828125","3.3548178672790527","3.3548178672790527","3.3548178672790527","2.8287761211395264","2.8287761211395264","2.8287761211395264","2.8610026836395264","2.8610026836395264","2.8610026836395264"
"7116","7.9039716720581055","7.9039716720581055","7.9039716720581055","2.98046875","2.98046875","2.98046875","3.365234375","3.365234375","3.365234375","","","","2.8333334922790527","2.8333334922790527","2.8333334922790527"
"7117","7.947591304779053","7.947591304779053","7.947591304779053","","","","3.3733725547790527","3.3733725547790527","3.3733725547790527","2.8121745586395264","2.8121745586395264","2.8121745586395264","2.8561198711395264","2.8561198711395264","2.8561198711395264"
"7118","7.9860029220581055","7.9860029220581055","7.9860029220581055","2.9664714336395264","2.9664714336395264","2.9664714336395264","","","","2.8043620586395264","2.8043620586395264","2.8043620586395264","","",""
"7119","7.9742841720581055","7.9742841720581055","7.9742841720581055","","","","","","","","","","2.8486328125","2.8486328125","2.8486328125"
"7120","7.9820966720581055","7.9820966720581055","7.9820966720581055","2.9713542461395264","2.9713542461395264","2.9713542461395264","3.3798828125","3.3798828125","3.3798828125","2.8128256797790527","2.8128256797790527","2.8128256797790527","2.8714194297790527","2.8714194297790527","2.8714194297790527"
"7121","","","","","","","","","","","","","2.875","2.875","2.875"
"7122","7.8984375","7.8984375","7.8984375","2.98046875","2.98046875","2.98046875","3.3889975547790527","3.3889975547790527","3.3889975547790527","","","","","",""
"7123","","","","2.9677734375","2.9677734375","2.9677734375","","","","2.8427734375","2.8427734375","2.8427734375","","",""
"7124","7.9000654220581055","7.9000654220581055","7.9000654220581055","2.9860026836395264","2.9860026836395264","2.9860026836395264","","","","2.8352866172790527","2.8352866172790527","2.8352866172790527","","",""
"7125","7.8844404220581055","7.8844404220581055","7.8844404220581055","2.9970703125","2.9970703125","2.9970703125","3.34375","3.34375","3.34375","","","","2.9104819297790527","2.9104819297790527","2.9104819297790527"
"7126","7.86328125","7.86328125","7.86328125","","","","3.365234375","3.365234375","3.365234375","2.8268229961395264","2.8268229961395264","2.8268229961395264","2.9186198711395264","2.9186198711395264","2.9186198711395264"
"7127","7.8785810470581055","7.8785810470581055","7.8785810470581055","2.9713542461395264","2.9713542461395264","2.9713542461395264","3.3541667461395264","3.3541667461395264","3.3541667461395264","2.8365886211395264","2.8365886211395264","2.8365886211395264","2.9274089336395264","2.9274089336395264","2.9274089336395264"
"7128","","","","2.9599609375","2.9599609375","2.9599609375","3.3736979961395264","3.3736979961395264","3.3736979961395264","","","","2.9248046875","2.9248046875","2.9248046875"
"7129","7.933919429779053","7.933919429779053","7.933919429779053","","","","3.3639323711395264","3.3639323711395264","3.3639323711395264","2.8600261211395264","2.8600261211395264","2.8600261211395264","2.916015625","2.916015625","2.916015625"
"7130","","","","2.9886069297790527","2.9886069297790527","2.9886069297790527","3.3486328125","3.3486328125","3.3486328125","2.8675131797790527","2.8675131797790527","2.8675131797790527","2.890625","2.890625","2.890625"
"7131","","","","2.986328125","2.986328125","2.986328125","3.3606772422790527","3.3606772422790527","3.3606772422790527","2.8538413047790527","2.8538413047790527","2.8538413047790527","2.9143881797790527","2.9143881797790527","2.9143881797790527"
"7132","7.912109375","7.912109375","7.912109375","3.0071616172790527","3.0071616172790527","3.0071616172790527","3.35546875","3.35546875","3.35546875","2.8424479961395264","2.8424479961395264","2.8424479961395264","2.8912761211395264","2.8912761211395264","2.8912761211395264"
"7133","7.9000654220581055","7.9000654220581055","7.9000654220581055","3.0074870586395264","3.0074870586395264","3.0074870586395264","3.3626303672790527","3.3626303672790527","3.3626303672790527","2.8323569297790527","2.8323569297790527","2.8323569297790527","2.8671875","2.8671875","2.8671875"
"7134","","","","3.0152995586395264","3.0152995586395264","3.0152995586395264","3.357421875","3.357421875","3.357421875","2.8440756797790527","2.8440756797790527","2.8440756797790527","","",""
"7135","7.8736982345581055","7.8736982345581055","7.8736982345581055","3.0436198711395264","3.0436198711395264","3.0436198711395264","3.3736979961395264","3.3736979961395264","3.3736979961395264","2.8522136211395264","2.8522136211395264","2.8522136211395264","","",""
"7136","","","","","","","","","","","","","2.955078125","2.955078125","2.955078125"
"7137","","","","3.0455729961395264","3.0455729961395264","3.0455729961395264","","","","2.8518881797790527","2.8518881797790527","2.8518881797790527","","",""
"7138","7.880859375","7.880859375","7.880859375","3.0071616172790527","3.0071616172790527","3.0071616172790527","3.3483073711395264","3.3483073711395264","3.3483073711395264","","","","2.978515625","2.978515625","2.978515625"
"7139","7.881185054779053","7.881185054779053","7.881185054779053","","","","3.3509116172790527","3.3509116172790527","3.3509116172790527","","","","2.9951171875","2.9951171875","2.9951171875"
"7140","7.8834638595581055","7.8834638595581055","7.8834638595581055","3.03125","3.03125","3.03125","3.3763022422790527","3.3763022422790527","3.3763022422790527","2.828125","2.828125","2.828125","2.9944663047790527","2.9944663047790527","2.9944663047790527"
"7141","7.8561201095581055","7.8561201095581055","7.8561201095581055","3.0367839336395264","3.0367839336395264","3.0367839336395264","","","","2.8102214336395264","2.8102214336395264","2.8102214336395264","2.9544272422790527","2.9544272422790527","2.9544272422790527"
"7142","","","","3.0533854961395264","3.0533854961395264","3.0533854961395264","","","","","","","","",""
"7143","7.859700679779053","7.859700679779053","7.859700679779053","3.06640625","3.06640625","3.06640625","3.4036459922790527","3.4036459922790527","3.4036459922790527","2.83203125","2.83203125","2.83203125","","",""
"7144","","","","3.0703125","3.0703125","3.0703125","3.4039714336395264","3.4039714336395264","3.4039714336395264","2.8743491172790527","2.8743491172790527","2.8743491172790527","2.9440104961395264","2.9440104961395264","2.9440104961395264"
"7145","","","","3.0592448711395264","3.0592448711395264","3.0592448711395264","3.3951823711395264","3.3951823711395264","3.3951823711395264","2.8873698711395264","2.8873698711395264","2.8873698711395264","2.9671225547790527","2.9671225547790527","2.9671225547790527"
"7146","7.862630367279053","7.862630367279053","7.862630367279053","3.0797526836395264","3.0797526836395264","3.0797526836395264","3.4205729961395264","3.4205729961395264","3.4205729961395264","","","","2.9306640625","2.9306640625","2.9306640625"
"7147","7.8268232345581055","7.8268232345581055","7.8268232345581055","3.0944011211395264","3.0944011211395264","3.0944011211395264","3.4163413047790527","3.4163413047790527","3.4163413047790527","2.8994140625","2.8994140625","2.8994140625","2.94921875","2.94921875","2.94921875"
"7148","","","","3.1064453125","3.1064453125","3.1064453125","3.3951823711395264","3.3951823711395264","3.3951823711395264","","","","","",""
"7149","7.877278804779053","7.877278804779053","7.877278804779053","3.1155600547790527","3.1155600547790527","3.1155600547790527","3.3834636211395264","3.3834636211395264","3.3834636211395264","2.9345703125","2.9345703125","2.9345703125","2.9612631797790527","2.9612631797790527","2.9612631797790527"
"7150","7.896810054779053","7.896810054779053","7.896810054779053","","","","3.4147136211395264","3.4147136211395264","3.4147136211395264","2.9609375","2.9609375","2.9609375","2.9567058086395264","2.9567058086395264","2.9567058086395264"
"7151","7.9186201095581055","7.9186201095581055","7.9186201095581055","3.10546875","3.10546875","3.10546875","3.4195964336395264","3.4195964336395264","3.4195964336395264","2.9573569297790527","2.9573569297790527","2.9573569297790527","2.9309897422790527","2.9309897422790527","2.9309897422790527"
"7152","","","","3.099609375","3.099609375","3.099609375","3.4026694297790527","3.4026694297790527","3.4026694297790527","2.9755859375","2.9755859375","2.9755859375","2.9267578125","2.9267578125","2.9267578125"
"7153","7.880208492279053","7.880208492279053","7.880208492279053","3.0992839336395264","3.0992839336395264","3.0992839336395264","3.3955078125","3.3955078125","3.3955078125","2.9866538047790527","2.9866538047790527","2.9866538047790527","2.947265625","2.947265625","2.947265625"
"7154","","","","3.0947265625","3.0947265625","3.0947265625","3.3880209922790527","3.3880209922790527","3.3880209922790527","","","","2.9557292461395264","2.9557292461395264","2.9557292461395264"
"7155","","","","","","","3.3671875","3.3671875","3.3671875","2.9973959922790527","2.9973959922790527","2.9973959922790527","2.98046875","2.98046875","2.98046875"
"7156","7.9150390625","7.9150390625","7.9150390625","","","","3.3502604961395264","3.3502604961395264","3.3502604961395264","3.0263671875","3.0263671875","3.0263671875","2.9508464336395264","2.9508464336395264","2.9508464336395264"
"7157","7.8990888595581055","7.8990888595581055","7.8990888595581055","3.1158854961395264","3.1158854961395264","3.1158854961395264","","","","3.0358073711395264","3.0358073711395264","3.0358073711395264","2.9251303672790527","2.9251303672790527","2.9251303672790527"
